t test_mse train_mse W_norm a_norm y_norm_sq score_W_resc score_a_resc log_P time
2468 1.2811e-02 6.8928e-03 4.0236e-01 6.8088e+00 3.5785e-01 -3.8141e-02 2.1938e-03 -2.1928e+00 1.7955e+01
2469 1.2895e-02 6.8744e-03 4.0258e-01 6.8125e+00 3.5885e-01 -1.7582e-02 2.2691e-02 -2.1892e+00 1.7962e+01
2470 1.2786e-02 6.8388e-03 4.0211e-01 6.8165e+00 3.5755e-01 -2.2007e-02 1.5003e-03 -2.1721e+00 1.7968e+01
2471 1.2810e-02 6.8375e-03 4.0214e-01 6.8196e+00 3.5810e-01 -2.9913e-02 2.2932e-02 -2.1980e+00 1.7974e+01
2472 1.2904e-02 6.8583e-03 4.0210e-01 6.8191e+00 3.6110e-01 -4.3700e-03 -2.2101e-02 -2.1670e+00 1.7980e+01
2473 1.2965e-02 6.8404e-03 4.0198e-01 6.8102e+00 3.6072e-01 1.0177e-02 1.0849e-02 -2.1755e+00 1.7985e+01
2474 1.3069e-02 6.8508e-03 4.0199e-01 6.8110e+00 3.6174e-01 4.5138e-03 -2.5142e-02 -2.1791e+00 1.7991e+01
2475 1.3066e-02 6.8885e-03 4.0172e-01 6.8027e+00 3.5972e-01 3.1116e-03 3.5804e-02 -2.1891e+00 1.7997e+01
2476 1.3173e-02 6.9291e-03 4.0184e-01 6.7976e+00 3.5879e-01 1.7246e-02 2.3564e-02 -2.1664e+00 1.8002e+01
2477 1.3236e-02 6.9524e-03 4.0241e-01 6.7973e+00 3.6002e-01 -6.1041e-03 -4.2362e-03 -2.1707e+00 1.8008e+01
2478 1.3177e-02 6.9485e-03 4.0217e-01 6.7956e+00 3.5820e-01 -1.4485e-02 3.0419e-02 -2.1833e+00 1.8014e+01
2479 1.3146e-02 6.9284e-03 4.0231e-01 6.7916e+00 3.5938e-01 -5.2213e-03 9.4689e-03 -2.1883e+00 1.8021e+01
2480 1.3005e-02 6.8873e-03 4.0270e-01 6.7927e+00 3.6174e-01 1.6699e-02 -2.1010e-02 -2.1964e+00 1.8028e+01
2481 1.3081e-02 6.9217e-03 4.0241e-01 6.7879e+00 3.5987e-01 -5.4391e-03 -3.9610e-02 -2.1691e+00 1.8034e+01
2482 1.3177e-02 6.9932e-03 4.0250e-01 6.7908e+00 3.6008e-01 3.3220e-03 -2.3629e-02 -2.1744e+00 1.8041e+01
2483 1.3101e-02 6.9245e-03 4.0224e-01 6.8019e+00 3.5955e-01 -4.9468e-03 -5.5366e-02 -2.1434e+00 1.8047e+01
2484 1.3189e-02 6.9686e-03 4.0239e-01 6.8115e+00 3.5822e-01 1.8348e-02 -1.5473e-02 -2.1697e+00 1.8054e+01
2485 1.3230e-02 7.0002e-03 4.0290e-01 6.8046e+00 3.5901e-01 -2.6752e-02 -1.9445e-02 -2.1757e+00 1.8059e+01
2486 1.3178e-02 6.8828e-03 4.0280e-01 6.8062e+00 3.5870e-01 -8.4627e-03 1.0446e-02 -2.1918e+00 1.8065e+01
2487 1.3130e-02 6.8808e-03 4.0309e-01 6.8029e+00 3.5761e-01 -7.9951e-03 6.7859e-03 -2.1750e+00 1.8071e+01
2488 1.3155e-02 6.9047e-03 4.0276e-01 6.7953e+00 3.5539e-01 7.1519e-03 5.8060e-02 -2.1936e+00 1.8077e+01
2489 1.3076e-02 6.8226e-03 4.0320e-01 6.7932e+00 3.5819e-01 4.7127e-03 -3.5697e-02 -2.1914e+00 1.8083e+01
2490 1.3105e-02 6.8327e-03 4.0279e-01 6.7931e+00 3.5620e-01 -1.7813e-02 -3.3231e-03 -2.1926e+00 1.8089e+01
2491 1.3121e-02 6.8447e-03 4.0297e-01 6.7924e+00 3.5582e-01 3.6043e-02 -8.3686e-03 -2.1778e+00 1.8095e+01
2492 1.3239e-02 6.8566e-03 4.0333e-01 6.8035e+00 3.5729e-01 -3.3857e-02 2.2202e-02 -2.2195e+00 1.8101e+01
2493 1.3189e-02 6.8511e-03 4.0305e-01 6.8007e+00 3.5893e-01 -1.6442e-02 -6.2300e-02 -2.1795e+00 1.8107e+01
2494 1.3280e-02 6.9320e-03 4.0278e-01 6.7967e+00 3.5839e-01 2.1535e-02 -2.8960e-02 -2.1997e+00 1.8113e+01
2495 1.3348e-02 6.9399e-03 4.0261e-01 6.7972e+00 3.5778e-01 2.4119e-02 -1.6110e-02 -2.1734e+00 1.8118e+01
2496 1.3221e-02 6.9244e-03 4.0253e-01 6.7932e+00 3.5473e-01 -2.7733e-02 3.5182e-02 -2.2004e+00 1.8125e+01
2497 1.3192e-02 7.0046e-03 4.0277e-01 6.7961e+00 3.5498e-01 1.6604e-02 -6.2442e-03 -2.1829e+00 1.8131e+01
2498 1.3140e-02 6.9524e-03 4.0291e-01 6.8009e+00 3.5517e-01 -6.0054e-03 4.1534e-02 -2.1792e+00 1.8137e+01
2499 1.3160e-02 6.8873e-03 4.0315e-01 6.8084e+00 3.5672e-01 -1.4835e-02 7.7521e-03 -2.2111e+00 1.8143e+01
2500 1.3008e-02 6.8552e-03 4.0271e-01 6.7995e+00 3.5542e-01 6.5045e-03 4.8292e-02 -2.1987e+00 1.8149e+01
2501 1.2969e-02 6.8598e-03 4.0302e-01 6.7954e+00 3.5473e-01 -1.9279e-02 -1.0630e-02 -2.2079e+00 1.8156e+01
2502 1.3043e-02 6.8800e-03 4.0280e-01 6.8010e+00 3.5433e-01 -1.9900e-02 -1.2903e-02 -2.1935e+00 1.8162e+01
2503 1.3214e-02 6.9021e-03 4.0319e-01 6.8072e+00 3.5423e-01 3.6012e-02 2.0485e-02 -2.1670e+00 1.8168e+01
2504 1.3206e-02 6.8374e-03 4.0352e-01 6.8096e+00 3.5447e-01 2.8290e-02 1.7179e-02 -2.1585e+00 1.8174e+01
2505 1.3191e-02 6.8015e-03 4.0342e-01 6.8118e+00 3.5491e-01 1.0167e-02 4.0332e-02 -2.1548e+00 1.8180e+01
2506 1.3227e-02 6.7799e-03 4.0358e-01 6.8113e+00 3.5328e-01 -4.1448e-02 3.1397e-03 -2.1642e+00 1.8187e+01
2507 1.3405e-02 6.7766e-03 4.0406e-01 6.8063e+00 3.5492e-01 9.3497e-03 1.8819e-02 -2.1878e+00 1.8193e+01
2508 1.3365e-02 6.7738e-03 4.0428e-01 6.7955e+00 3.5509e-01 1.7621e-02 3.2406e-02 -2.1737e+00 1.8199e+01
2509 1.3318e-02 6.8336e-03 4.0405e-01 6.7957e+00 3.5644e-01 -1.6466e-02 -2.0387e-02 -2.1894e+00 1.8204e+01
2510 1.3374e-02 6.8177e-03 4.0375e-01 6.7988e+00 3.5804e-01 -3.5907e-02 3.6871e-03 -2.1954e+00 1.8211e+01
2511 1.3337e-02 6.7846e-03 4.0384e-01 6.7827e+00 3.5564e-01 3.2719e-03 1.8468e-02 -2.1802e+00 1.8217e+01
2512 1.3169e-02 6.8014e-03 4.0352e-01 6.7754e+00 3.5721e-01 -6.8902e-03 -1.9632e-02 -2.1895e+00 1.8222e+01
2513 1.3273e-02 6.7906e-03 4.0399e-01 6.7714e+00 3.5535e-01 6.6356e-03 -4.1930e-02 -2.1700e+00 1.8228e+01
2514 1.3307e-02 6.7829e-03 4.0370e-01 6.7610e+00 3.5557e-01 -1.7374e-02 6.1283e-03 -2.2125e+00 1.8234e+01
2515 1.3259e-02 6.8028e-03 4.0356e-01 6.7608e+00 3.5555e-01 -3.3599e-02 4.1283e-03 -2.1763e+00 1.8241e+01
2516 1.3269e-02 6.8069e-03 4.0313e-01 6.7680e+00 3.5437e-01 3.7058e-02 3.1114e-02 -2.2024e+00 1.8246e+01
2517 1.3228e-02 6.7891e-03 4.0332e-01 6.7623e+00 3.5752e-01 2.9276e-02 -1.8820e-02 -2.2004e+00 1.8252e+01
2518 1.3212e-02 6.8023e-03 4.0318e-01 6.7529e+00 3.5581e-01 -1.8740e-03 2.4189e-02 -2.1910e+00 1.8258e+01
2519 1.3199e-02 6.8367e-03 4.0355e-01 6.7587e+00 3.5654e-01 -2.4867e-02 2.0643e-02 -2.1640e+00 1.8263e+01
2520 1.3174e-02 6.8198e-03 4.0344e-01 6.7600e+00 3.5667e-01 -3.4956e-04 5.4684e-03 -2.1703e+00 1.8269e+01
2521 1.3186e-02 6.8190e-03 4.0319e-01 6.7569e+00 3.5600e-01 -2.5608e-02 -6.2104e-02 -2.1922e+00 1.8274e+01
2522 1.3170e-02 6.8657e-03 4.0322e-01 6.7515e+00 3.5595e-01 -5.7901e-03 -1.6985e-02 -2.1819e+00 1.8280e+01
2523 1.3166e-02 6.8846e-03 4.0369e-01 6.7528e+00 3.5562e-01 7.3207e-04 1.8975e-04 -2.1739e+00 1.8286e+01
2524 1.3177e-02 6.9080e-03 4.0374e-01 6.7564e+00 3.5712e-01 -6.1906e-03 -3.4771e-02 -2.2016e+00 1.8291e+01
2525 1.3133e-02 6.8495e-03 4.0358e-01 6.7495e+00 3.5836e-01 -2.4492e-02 1.0688e-02 -2.1715e+00 1.8297e+01
2526 1.3314e-02 6.8615e-03 4.0329e-01 6.7442e+00 3.5588e-01 -5.8031e-02 2.2987e-03 -2.2052e+00 1.8302e+01
2527 1.3168e-02 6.8716e-03 4.0365e-01 6.7337e+00 3.5623e-01 -7.7014e-03 3.2461e-02 -2.1790e+00 1.8309e+01
2528 1.3276e-02 6.8816e-03 4.0310e-01 6.7329e+00 3.5537e-01 -4.0929e-02 -3.9089e-02 -2.2127e+00 1.8315e+01
2529 1.3272e-02 6.8774e-03 4.0337e-01 6.7295e+00 3.5508e-01 4.2241e-02 -3.2377e-02 -2.1842e+00 1.8322e+01
2530 1.3211e-02 6.8628e-03 4.0328e-01 6.7285e+00 3.5253e-01 -5.6036e-03 1.9698e-02 -2.1899e+00 1.8328e+01
2531 1.3266e-02 6.8615e-03 4.0368e-01 6.7344e+00 3.5672e-01 -4.2503e-02 -3.8252e-02 -2.1820e+00 1.8334e+01
2532 1.3309e-02 6.8825e-03 4.0387e-01 6.7402e+00 3.5847e-01 1.1909e-04 1.0573e-01 -2.1905e+00 1.8341e+01
2533 1.3120e-02 6.8198e-03 4.0439e-01 6.7408e+00 3.6095e-01 -4.8736e-03 -6.7542e-02 -2.1718e+00 1.8347e+01
2534 1.3131e-02 6.7466e-03 4.0460e-01 6.7351e+00 3.6037e-01 -2.0958e-02 -2.4765e-02 -2.1595e+00 1.8353e+01
2535 1.3120e-02 6.6911e-03 4.0457e-01 6.7319e+00 3.5939e-01 1.5764e-02 -8.6774e-03 -2.1860e+00 1.8359e+01
2536 1.3014e-02 6.7337e-03 4.0469e-01 6.7309e+00 3.5895e-01 -8.9167e-03 -3.8625e-02 -2.1976e+00 1.8365e+01
2537 1.3104e-02 6.7284e-03 4.0508e-01 6.7360e+00 3.5902e-01 -1.5842e-02 3.9975e-03 -2.1750e+00 1.8371e+01
2538 1.3139e-02 6.7746e-03 4.0550e-01 6.7436e+00 3.6116e-01 -1.4065e-02 2.0831e-02 -2.1692e+00 1.8377e+01
2539 1.3168e-02 6.8010e-03 4.0511e-01 6.7462e+00 3.5815e-01 2.6179e-02 -4.0958e-02 -2.1730e+00 1.8382e+01
2540 1.3167e-02 6.8030e-03 4.0473e-01 6.7471e+00 3.5788e-01 1.3261e-02 3.7921e-02 -2.1824e+00 1.8388e+01
2541 1.3179e-02 6.8581e-03 4.0427e-01 6.7511e+00 3.5781e-01 2.0887e-02 -3.4084e-02 -2.2092e+00 1.8393e+01
2542 1.3168e-02 6.8850e-03 4.0458e-01 6.7506e+00 3.5853e-01 3.0408e-02 -8.1282e-03 -2.1775e+00 1.8401e+01
2543 1.3135e-02 6.8769e-03 4.0499e-01 6.7480e+00 3.5666e-01 2.8897e-02 -2.4279e-03 -2.1810e+00 1.8407e+01
2544 1.3115e-02 6.8314e-03 4.0543e-01 6.7407e+00 3.5626e-01 -5.0981e-03 6.7378e-02 -2.1710e+00 1.8412e+01
2545 1.2959e-02 6.7591e-03 4.0564e-01 6.7362e+00 3.5700e-01 4.3738e-04 -6.2456e-03 -2.1722e+00 1.8419e+01
2546 1.2927e-02 6.7171e-03 4.0585e-01 6.7418e+00 3.5811e-01 1.9635e-02 5.8022e-02 -2.1920e+00 1.8425e+01
2547 1.3020e-02 6.7787e-03 4.0556e-01 6.7430e+00 3.5798e-01 -6.2775e-03 2.2556e-03 -2.1974e+00 1.8431e+01
2548 1.2956e-02 6.7287e-03 4.0524e-01 6.7554e+00 3.5710e-01 -1.8071e-02 5.0158e-03 -2.1726e+00 1.8437e+01
2549 1.2973e-02 6.7404e-03 4.0556e-01 6.7433e+00 3.5894e-01 -2.5438e-03 -2.1704e-03 -2.1857e+00 1.8443e+01
2550 1.3005e-02 6.7967e-03 4.0571e-01 6.7538e+00 3.5693e-01 -6.1789e-03 -1.8144e-03 -2.1976e+00 1.8449e+01
2551 1.3069e-02 6.7611e-03 4.0520e-01 6.7501e+00 3.5763e-01 1.5527e-02 5.2017e-02 -2.1896e+00 1.8456e+01
2552 1.3071e-02 6.7535e-03 4.0517e-01 6.7510e+00 3.5606e-01 -3.4748e-02 -8.6099e-03 -2.1983e+00 1.8462e+01
2553 1.3192e-02 6.7688e-03 4.0550e-01 6.7422e+00 3.5826e-01 1.4067e-02 2.7837e-02 -2.2073e+00 1.8531e+01
2554 1.3075e-02 6.7677e-03 4.0525e-01 6.7488e+00 3.5799e-01 7.6508e-03 -2.9032e-02 -2.1880e+00 1.8537e+01
2555 1.3097e-02 6.7714e-03 4.0547e-01 6.7506e+00 3.5887e-01 -4.8998e-03 5.9381e-02 -2.1683e+00 1.8543e+01
2556 1.3081e-02 6.7634e-03 4.0554e-01 6.7461e+00 3.5986e-01 -1.4796e-02 -1.9229e-03 -2.1917e+00 1.8550e+01
2557 1.3163e-02 6.7864e-03 4.0520e-01 6.7536e+00 3.5810e-01 -2.2553e-02 -2.9550e-02 -2.1701e+00 1.8556e+01
2558 1.3010e-02 6.6972e-03 4.0519e-01 6.7589e+00 3.5894e-01 -6.2507e-03 -4.9672e-03 -2.1689e+00 1.8563e+01
2559 1.3047e-02 6.7506e-03 4.0498e-01 6.7555e+00 3.5708e-01 -3.1745e-03 1.2283e-02 -2.2042e+00 1.8569e+01
2560 1.2973e-02 6.6768e-03 4.0533e-01 6.7488e+00 3.5921e-01 -1.0326e-02 -2.7830e-02 -2.1929e+00 1.8574e+01
2561 1.2885e-02 6.6671e-03 4.0515e-01 6.7500e+00 3.5806e-01 -1.6795e-02 3.0151e-02 -2.1684e+00 1.8580e+01
2562 1.2829e-02 6.7036e-03 4.0546e-01 6.7539e+00 3.5988e-01 -2.2650e-02 6.7601e-02 -2.1990e+00 1.8586e+01
2563 1.2811e-02 6.7343e-03 4.0587e-01 6.7573e+00 3.6075e-01 -2.0394e-02 -6.4298e-03 -2.1599e+00 1.8592e+01
2564 1.2778e-02 6.7198e-03 4.0586e-01 6.7504e+00 3.5886e-01 3.1010e-03 -1.6716e-02 -2.1931e+00 1.8597e+01
2565 1.2694e-02 6.6959e-03 4.0595e-01 6.7511e+00 3.5811e-01 2.2490e-02 2.4032e-03 -2.1774e+00 1.8604e+01
2566 1.2941e-02 6.8075e-03 4.0581e-01 6.7513e+00 3.6040e-01 3.0038e-02 3.2069e-02 -2.1973e+00 1.8610e+01
2567 1.2859e-02 6.8005e-03 4.0541e-01 6.7568e+00 3.6063e-01 -3.4907e-02 -1.8736e-03 -2.1964e+00 1.8616e+01
2568 1.2817e-02 6.8030e-03 4.0571e-01 6.7534e+00 3.6131e-01 5.1711e-03 -1.4593e-02 -2.1771e+00 1.8622e+01
2569 1.2776e-02 6.7741e-03 4.0590e-01 6.7498e+00 3.6111e-01 1.3647e-02 8.5694e-04 -2.1742e+00 1.8628e+01
2570 1.2703e-02 6.7004e-03 4.0608e-01 6.7549e+00 3.6082e-01 9.2426e-03 2.4472e-02 -2.1969e+00 1.8634e+01
2571 1.2529e-02 6.7090e-03 4.0610e-01 6.7520e+00 3.5978e-01 -1.6027e-02 2.0023e-02 -2.1849e+00 1.8640e+01
2572 1.2562e-02 6.6578e-03 4.0587e-01 6.7593e+00 3.5921e-01 -3.0936e-03 -3.1144e-02 -2.1915e+00 1.8645e+01
2573 1.2559e-02 6.5905e-03 4.0593e-01 6.7480e+00 3.5803e-01 -3.0139e-04 4.3916e-02 -2.1783e+00 1.8651e+01
2574 1.2576e-02 6.5923e-03 4.0605e-01 6.7498e+00 3.5704e-01 -6.7308e-03 -1.4701e-02 -2.1800e+00 1.8657e+01
2575 1.2567e-02 6.6488e-03 4.0630e-01 6.7512e+00 3.5588e-01 1.0264e-02 4.8252e-02 -2.1865e+00 1.8662e+01
2576 1.2589e-02 6.6349e-03 4.0663e-01 6.7435e+00 3.5414e-01 9.3480e-03 3.2791e-02 -2.1817e+00 1.8668e+01
2577 1.2640e-02 6.6309e-03 4.0672e-01 6.7420e+00 3.5378e-01 2.6309e-02 1.5400e-02 -2.1954e+00 1.8673e+01
2578 1.2512e-02 6.5991e-03 4.0713e-01 6.7375e+00 3.5677e-01 3.3803e-02 2.2488e-02 -2.1876e+00 1.8679e+01
2579 1.2650e-02 6.6442e-03 4.0740e-01 6.7451e+00 3.5739e-01 3.2059e-02 -6.8995e-02 -2.2108e+00 1.8685e+01
2580 1.2625e-02 6.5977e-03 4.0717e-01 6.7442e+00 3.5524e-01 2.0581e-02 -3.8375e-03 -2.1758e+00 1.8692e+01
2581 1.2863e-02 6.6207e-03 4.0746e-01 6.7342e+00 3.5568e-01 3.1161e-03 -1.0335e-02 -2.1708e+00 1.8698e+01
2582 1.2989e-02 6.6394e-03 4.0797e-01 6.7366e+00 3.5727e-01 -8.6398e-03 4.1314e-03 -2.1719e+00 1.8705e+01
2583 1.3034e-02 6.6820e-03 4.0781e-01 6.7375e+00 3.5682e-01 -2.2354e-03 -1.8022e-02 -2.2082e+00 1.8711e+01
2584 1.3008e-02 6.6707e-03 4.0787e-01 6.7341e+00 3.5577e-01 1.6220e-02 3.9585e-02 -2.2008e+00 1.8717e+01
2585 1.2910e-02 6.6602e-03 4.0775e-01 6.7363e+00 3.5489e-01 -2.4852e-03 -2.9414e-02 -2.1986e+00 1.8722e+01
2586 1.2932e-02 6.6876e-03 4.0790e-01 6.7410e+00 3.5538e-01 6.4370e-04 -4.9543e-02 -2.1947e+00 1.8728e+01
2587 1.2953e-02 6.7017e-03 4.0846e-01 6.7388e+00 3.5671e-01 5.5903e-03 1.8027e-02 -2.1881e+00 1.8733e+01
2588 1.2908e-02 6.6798e-03 4.0777e-01 6.7406e+00 3.5578e-01 -2.4079e-02 4.4362e-03 -2.1773e+00 1.8739e+01
2589 1.2879e-02 6.7557e-03 4.0801e-01 6.7440e+00 3.5704e-01 2.5655e-02 -2.1546e-02 -2.1676e+00 1.8745e+01
2590 1.2874e-02 6.7511e-03 4.0829e-01 6.7379e+00 3.5725e-01 1.0774e-03 7.6645e-03 -2.1814e+00 1.8751e+01
2591 1.2980e-02 6.7120e-03 4.0829e-01 6.7386e+00 3.5774e-01 -1.2125e-02 1.6279e-02 -2.2003e+00 1.8757e+01
2592 1.2896e-02 6.6821e-03 4.0796e-01 6.7347e+00 3.5729e-01 4.8351e-03 -5.0133e-02 -2.1853e+00 1.8763e+01
2593 1.2562e-02 6.6333e-03 4.0829e-01 6.7431e+00 3.5935e-01 3.9028e-02 3.7853e-02 -2.1871e+00 1.8769e+01
2594 1.2642e-02 6.6512e-03 4.0814e-01 6.7505e+00 3.5817e-01 1.4162e-02 -1.0584e-02 -2.1940e+00 1.8774e+01
2595 1.2689e-02 6.6432e-03 4.0825e-01 6.7468e+00 3.5826e-01 1.1723e-02 8.3467e-02 -2.1668e+00 1.8780e+01
2596 1.2524e-02 6.6109e-03 4.0818e-01 6.7524e+00 3.5846e-01 -1.6329e-02 2.4494e-02 -2.1889e+00 1.8786e+01
2597 1.2615e-02 6.6821e-03 4.0801e-01 6.7524e+00 3.5653e-01 7.1686e-03 3.6779e-03 -2.1718e+00 1.8792e+01
2598 1.2717e-02 6.6956e-03 4.0748e-01 6.7597e+00 3.5532e-01 -2.3301e-02 -3.2760e-02 -2.1827e+00 1.8798e+01
2599 1.2699e-02 6.6812e-03 4.0760e-01 6.7644e+00 3.5692e-01 -2.1305e-02 8.6641e-03 -2.1986e+00 1.8804e+01
2600 1.2846e-02 6.7225e-03 4.0763e-01 6.7528e+00 3.5542e-01 -1.3602e-03 3.1560e-02 -2.1854e+00 1.8810e+01
2601 1.2764e-02 6.6825e-03 4.0733e-01 6.7543e+00 3.5533e-01 1.5738e-02 3.7820e-02 -2.1557e+00 1.8816e+01
2602 1.2822e-02 6.6407e-03 4.0737e-01 6.7478e+00 3.5605e-01 -8.3691e-03 -8.7563e-05 -2.1571e+00 1.8822e+01
2603 1.2834e-02 6.6486e-03 4.0733e-01 6.7466e+00 3.5426e-01 -1.4275e-02 -8.9188e-02 -2.1720e+00 1.8828e+01
2604 1.2808e-02 6.7013e-03 4.0735e-01 6.7445e+00 3.5401e-01 1.8731e-02 5.0637e-03 -2.1803e+00 1.8834e+01
2605 1.2832e-02 6.6839e-03 4.0692e-01 6.7395e+00 3.5272e-01 1.2163e-02 5.8955e-02 -2.1790e+00 1.8840e+01
2606 1.2895e-02 6.7485e-03 4.0747e-01 6.7331e+00 3.5298e-01 -2.3604e-02 1.6177e-03 -2.1869e+00 1.8847e+01
2607 1.2733e-02 6.6643e-03 4.0781e-01 6.7256e+00 3.5541e-01 7.2186e-03 -5.1202e-02 -2.1607e+00 1.8852e+01
2608 1.2804e-02 6.7636e-03 4.0776e-01 6.7195e+00 3.5329e-01 8.1776e-03 1.3042e-02 -2.1719e+00 1.8860e+01
2609 1.2841e-02 6.7319e-03 4.0815e-01 6.7240e+00 3.5372e-01 -1.2045e-02 9.8501e-03 -2.1654e+00 1.8865e+01
2610 1.2910e-02 6.7486e-03 4.0856e-01 6.7212e+00 3.5470e-01 -2.2221e-02 1.4687e-02 -2.1793e+00 1.8871e+01
2611 1.2817e-02 6.7367e-03 4.0841e-01 6.7178e+00 3.5434e-01 2.4256e-02 5.2391e-03 -2.1867e+00 1.8877e+01
2612 1.2889e-02 6.7278e-03 4.0853e-01 6.7137e+00 3.5457e-01 -2.7306e-02 -3.7142e-02 -2.1871e+00 1.8882e+01
2613 1.3029e-02 6.8181e-03 4.0823e-01 6.7140e+00 3.5352e-01 2.0799e-02 -3.2005e-02 -2.1729e+00 1.8889e+01
2614 1.2946e-02 6.7948e-03 4.0850e-01 6.7078e+00 3.5496e-01 -1.4566e-02 2.9554e-02 -2.1612e+00 1.8895e+01
2615 1.2947e-02 6.8019e-03 4.0837e-01 6.7096e+00 3.5511e-01 -2.1147e-02 7.4866e-03 -2.1603e+00 1.8901e+01
2616 1.2809e-02 6.7626e-03 4.0849e-01 6.7140e+00 3.5588e-01 -5.6905e-03 -2.9160e-02 -2.1869e+00 1.8907e+01
2617 1.2814e-02 6.7915e-03 4.0856e-01 6.7172e+00 3.5564e-01 3.7110e-02 5.2221e-02 -2.2036e+00 1.8914e+01
2618 1.2818e-02 6.7892e-03 4.0888e-01 6.7122e+00 3.5520e-01 -9.6775e-03 -1.6298e-02 -2.1795e+00 1.8921e+01
2619 1.2795e-02 6.7400e-03 4.0885e-01 6.7076e+00 3.5717e-01 -3.8485e-02 -1.2686e-02 -2.2102e+00 1.8926e+01
2620 1.2765e-02 6.7899e-03 4.0888e-01 6.7117e+00 3.5791e-01 -3.9442e-02 -2.0949e-02 -2.1830e+00 1.8932e+01
2621 1.2632e-02 6.8222e-03 4.0887e-01 6.7142e+00 3.5969e-01 -6.1212e-03 -1.4121e-02 -2.2008e+00 1.8939e+01
2622 1.2639e-02 6.8577e-03 4.0929e-01 6.7093e+00 3.6487e-01 1.0218e-02 2.2165e-02 -2.1575e+00 1.8945e+01
2623 1.2559e-02 6.8107e-03 4.0922e-01 6.7061e+00 3.6238e-01 9.6928e-03 -1.4474e-02 -2.1887e+00 1.8952e+01
2624 1.2469e-02 6.7687e-03 4.0953e-01 6.7084e+00 3.6106e-01 -2.3117e-02 -1.7346e-02 -2.1989e+00 1.8958e+01
2625 1.2657e-02 6.7741e-03 4.0979e-01 6.7086e+00 3.6117e-01 -1.5977e-02 -2.3969e-02 -2.1798e+00 1.8964e+01
2626 1.2571e-02 6.7456e-03 4.1055e-01 6.7107e+00 3.5966e-01 -1.6888e-02 -4.3411e-02 -2.1816e+00 1.8969e+01
2627 1.2631e-02 6.7300e-03 4.1081e-01 6.7090e+00 3.6008e-01 2.3505e-02 1.8876e-02 -2.2253e+00 1.8975e+01
2628 1.2571e-02 6.6887e-03 4.1068e-01 6.7097e+00 3.5927e-01 -4.5196e-03 1.1065e-02 -2.1679e+00 1.8980e+01
2629 1.2473e-02 6.6649e-03 4.1129e-01 6.7100e+00 3.6005e-01 1.1055e-02 7.1458e-03 -2.1895e+00 1.8987e+01
2630 1.2376e-02 6.6691e-03 4.1097e-01 6.7008e+00 3.5791e-01 8.5399e-03 2.8618e-02 -2.1882e+00 1.8992e+01
2631 1.2390e-02 6.6743e-03 4.1121e-01 6.6983e+00 3.5830e-01 -2.6187e-02 9.3818e-02 -2.1703e+00 1.8998e+01
2632 1.2326e-02 6.7230e-03 4.1101e-01 6.6978e+00 3.5769e-01 -4.7250e-03 7.8554e-03 -2.1856e+00 1.9004e+01
2633 1.2324e-02 6.6906e-03 4.1103e-01 6.7056e+00 3.5957e-01 -2.2064e-02 5.2483e-02 -2.2169e+00 1.9010e+01
2634 1.2415e-02 6.7523e-03 4.1094e-01 6.6982e+00 3.5585e-01 -1.8550e-02 -4.4611e-02 -2.2214e+00 1.9016e+01
2635 1.2399e-02 6.7962e-03 4.1110e-01 6.6999e+00 3.5620e-01 -7.8110e-03 2.5297e-02 -2.2135e+00 1.9024e+01
2636 1.2485e-02 6.8846e-03 4.1091e-01 6.6927e+00 3.5529e-01 1.0472e-02 -3.8459e-02 -2.2051e+00 1.9029e+01
2637 1.2436e-02 6.8495e-03 4.1167e-01 6.6911e+00 3.5496e-01 -8.5182e-03 2.5074e-02 -2.1780e+00 1.9035e+01
2638 1.2475e-02 6.8083e-03 4.1164e-01 6.6987e+00 3.5502e-01 1.4475e-02 -9.9901e-03 -2.2221e+00 1.9041e+01
2639 1.2386e-02 6.7677e-03 4.1150e-01 6.7060e+00 3.5520e-01 5.7861e-03 8.0050e-04 -2.1849e+00 1.9048e+01
2640 1.2441e-02 6.7484e-03 4.1154e-01 6.6944e+00 3.5665e-01 -2.4232e-02 -4.8797e-03 -2.1850e+00 1.9054e+01
2641 1.2453e-02 6.7318e-03 4.1096e-01 6.6916e+00 3.5646e-01 4.2465e-03 9.0000e-02 -2.1800e+00 1.9060e+01
2642 1.2370e-02 6.6874e-03 4.1143e-01 6.6854e+00 3.5795e-01 -5.4454e-02 -1.4512e-02 -2.1780e+00 1.9066e+01
2643 1.2558e-02 6.7039e-03 4.1146e-01 6.6872e+00 3.5875e-01 -1.3212e-02 -8.1890e-03 -2.1722e+00 1.9073e+01
2644 1.2508e-02 6.6544e-03 4.1107e-01 6.6921e+00 3.6014e-01 1.0475e-03 1.7033e-02 -2.2260e+00 1.9078e+01
2645 1.2318e-02 6.5890e-03 4.1124e-01 6.6886e+00 3.6034e-01 -4.8994e-03 -1.6328e-02 -2.1659e+00 1.9084e+01
2646 1.2342e-02 6.6133e-03 4.1159e-01 6.6893e+00 3.5948e-01 5.7003e-04 -1.3498e-02 -2.1886e+00 1.9089e+01
2647 1.2328e-02 6.6264e-03 4.1177e-01 6.6929e+00 3.6073e-01 -4.0462e-03 -2.9226e-02 -2.1888e+00 1.9096e+01
2648 1.2243e-02 6.6372e-03 4.1162e-01 6.6993e+00 3.6145e-01 -6.8338e-03 -4.2436e-03 -2.1749e+00 1.9102e+01
