t test_mse train_mse W_norm a_norm y_norm_sq score_W_resc score_a_resc log_P time
765 1.2102e-04 9.6896e-05 3.1163e+00 9.8999e-01 3.6193e-01 -4.4347e-02 -1.8215e-01 -2.1813e+00 1.5042e+01
766 1.2426e-04 9.9616e-05 3.1161e+00 9.9002e-01 3.6168e-01 -4.0668e-02 7.6062e-02 -2.2139e+00 1.5049e+01
767 1.2369e-04 9.8500e-05 3.1164e+00 9.9079e-01 3.6196e-01 -4.7641e-03 -1.3588e-01 -2.1864e+00 1.5057e+01
768 1.2339e-04 9.8438e-05 3.1167e+00 9.9023e-01 3.6170e-01 -2.0533e-02 2.1512e-01 -2.1716e+00 1.5065e+01
769 1.2511e-04 1.0077e-04 3.1168e+00 9.9088e-01 3.6197e-01 -3.8330e-02 2.5235e-02 -2.1874e+00 1.5072e+01
770 1.2668e-04 1.0268e-04 3.1170e+00 9.9049e-01 3.6185e-01 4.2490e-04 7.8797e-02 -2.2027e+00 1.5079e+01
771 1.2459e-04 1.0110e-04 3.1173e+00 9.9166e-01 3.6282e-01 3.1699e-03 -6.0900e-02 -2.2048e+00 1.5087e+01
772 1.2182e-04 9.7908e-05 3.1171e+00 9.9099e-01 3.6270e-01 -1.8027e-02 -9.0832e-02 -2.1759e+00 1.5095e+01
773 1.2399e-04 9.9508e-05 3.1179e+00 9.9023e-01 3.6257e-01 4.5452e-03 5.2477e-01 -2.1747e+00 1.5103e+01
774 1.2550e-04 9.9499e-05 3.1182e+00 9.9011e-01 3.6253e-01 -2.6018e-02 9.7077e-02 -2.1760e+00 1.5110e+01
775 1.2812e-04 1.0349e-04 3.1182e+00 9.9115e-01 3.6273e-01 -1.1251e-02 -5.2363e-02 -2.1898e+00 1.5117e+01
776 1.2527e-04 1.0225e-04 3.1182e+00 9.8953e-01 3.6165e-01 2.9316e-03 -7.8396e-02 -2.1879e+00 1.5124e+01
777 1.2474e-04 1.0093e-04 3.1182e+00 9.8943e-01 3.6210e-01 1.8452e-02 7.1789e-02 -2.1918e+00 1.5131e+01
778 1.2287e-04 9.9894e-05 3.1185e+00 9.9002e-01 3.6244e-01 -1.6607e-02 -5.4131e-02 -2.1998e+00 1.5138e+01
779 1.2069e-04 9.9221e-05 3.1182e+00 9.9022e-01 3.6227e-01 -1.3939e-02 -5.0759e-02 -2.1914e+00 1.5145e+01
780 1.1882e-04 9.7387e-05 3.1178e+00 9.8988e-01 3.6214e-01 2.1532e-03 -4.7644e-02 -2.1909e+00 1.5152e+01
781 1.2027e-04 9.8079e-05 3.1177e+00 9.8941e-01 3.6214e-01 4.4647e-03 -4.0013e-02 -2.1692e+00 1.5159e+01
782 1.1975e-04 9.8287e-05 3.1174e+00 9.9035e-01 3.6255e-01 -2.8495e-02 1.2096e-01 -2.2110e+00 1.5166e+01
783 1.1814e-04 9.7556e-05 3.1176e+00 9.9007e-01 3.6249e-01 1.4073e-02 -2.1153e-01 -2.1812e+00 1.5173e+01
784 1.1831e-04 9.8734e-05 3.1174e+00 9.8963e-01 3.6211e-01 -2.1108e-02 -3.0701e-01 -2.1709e+00 1.5180e+01
785 1.1947e-04 9.8337e-05 3.1173e+00 9.8977e-01 3.6242e-01 -4.1266e-03 2.8315e-01 -2.1653e+00 1.5188e+01
786 1.2395e-04 1.0093e-04 3.1173e+00 9.9011e-01 3.6262e-01 -1.8662e-02 -2.7978e-01 -2.1816e+00 1.5195e+01
787 1.2081e-04 9.6766e-05 3.1174e+00 9.9138e-01 3.6388e-01 4.0986e-02 3.0909e-01 -2.1456e+00 1.5203e+01
788 1.1781e-04 9.5316e-05 3.1171e+00 9.9057e-01 3.6281e-01 2.0073e-02 -2.2303e-02 -2.1852e+00 1.5211e+01
789 1.1887e-04 9.5819e-05 3.1171e+00 9.9073e-01 3.6282e-01 1.0686e-02 -1.1567e-01 -2.1971e+00 1.5220e+01
790 1.1952e-04 9.6140e-05 3.1170e+00 9.9013e-01 3.6243e-01 -2.6715e-02 -2.3371e-02 -2.1863e+00 1.5227e+01
791 1.2219e-04 9.7402e-05 3.1176e+00 9.8986e-01 3.6226e-01 -5.2127e-03 -2.9908e-01 -2.2063e+00 1.5235e+01
792 1.2273e-04 9.7448e-05 3.1175e+00 9.8920e-01 3.6202e-01 -1.0444e-02 -1.0531e-01 -2.1706e+00 1.5242e+01
793 1.2290e-04 9.7092e-05 3.1177e+00 9.9013e-01 3.6285e-01 -1.3314e-02 1.5389e-01 -2.1894e+00 1.5249e+01
794 1.2318e-04 9.8600e-05 3.1178e+00 9.8902e-01 3.6235e-01 -2.1741e-03 -3.3816e-01 -2.1924e+00 1.5256e+01
795 1.2245e-04 9.7450e-05 3.1177e+00 9.8848e-01 3.6154e-01 -1.2997e-02 -2.3263e-01 -2.1687e+00 1.5337e+01
796 1.2100e-04 9.5776e-05 3.1171e+00 9.8824e-01 3.6122e-01 4.6839e-03 -1.3071e-01 -2.1797e+00 1.5344e+01
797 1.2095e-04 9.4816e-05 3.1168e+00 9.8889e-01 3.6168e-01 -2.3217e-02 9.5465e-02 -2.1664e+00 1.5351e+01
798 1.2136e-04 9.5982e-05 3.1163e+00 9.8890e-01 3.6182e-01 -2.2339e-02 -4.4536e-02 -2.1841e+00 1.5358e+01
799 1.2113e-04 9.6032e-05 3.1165e+00 9.8955e-01 3.6245e-01 -2.9336e-02 -2.3149e-02 -2.1885e+00 1.5365e+01
800 1.2466e-04 9.6899e-05 3.1161e+00 9.8950e-01 3.6236e-01 3.5686e-02 5.4942e-02 -2.1813e+00 1.5372e+01
801 1.2809e-04 1.0001e-04 3.1162e+00 9.8948e-01 3.6216e-01 -2.5988e-03 1.3491e-01 -2.1745e+00 1.5381e+01
802 1.2796e-04 1.0090e-04 3.1161e+00 9.8934e-01 3.6185e-01 1.0630e-02 -1.3425e-01 -2.1783e+00 1.5389e+01
803 1.2472e-04 9.9444e-05 3.1159e+00 9.8961e-01 3.6229e-01 -2.3859e-02 1.2322e-01 -2.1954e+00 1.5398e+01
804 1.2449e-04 1.0057e-04 3.1159e+00 9.8972e-01 3.6201e-01 -2.7341e-02 -2.4618e-01 -2.2068e+00 1.5405e+01
805 1.2181e-04 9.7814e-05 3.1162e+00 9.8920e-01 3.6196e-01 3.5757e-02 -1.3036e-01 -2.1656e+00 1.5412e+01
806 1.2278e-04 9.8351e-05 3.1159e+00 9.8860e-01 3.6188e-01 -1.5401e-02 4.7949e-01 -2.1814e+00 1.5420e+01
807 1.2301e-04 9.7976e-05 3.1165e+00 9.8877e-01 3.6198e-01 -1.1141e-02 -1.4429e-01 -2.1891e+00 1.5428e+01
808 1.2170e-04 9.6648e-05 3.1165e+00 9.8884e-01 3.6175e-01 2.6998e-02 1.4943e-01 -2.1794e+00 1.5435e+01
809 1.2272e-04 9.7864e-05 3.1164e+00 9.8941e-01 3.6172e-01 3.1645e-02 1.1252e-02 -2.1724e+00 1.5442e+01
810 1.2220e-04 9.7555e-05 3.1165e+00 9.8921e-01 3.6160e-01 3.8739e-03 -2.2124e-01 -2.1989e+00 1.5450e+01
811 1.2005e-04 9.5641e-05 3.1165e+00 9.8963e-01 3.6204e-01 2.0790e-02 -4.3747e-01 -2.2084e+00 1.5458e+01
812 1.1643e-04 9.2435e-05 3.1165e+00 9.9055e-01 3.6311e-01 7.4005e-03 -1.7188e-02 -2.1866e+00 1.5466e+01
813 1.1794e-04 9.4304e-05 3.1165e+00 9.8999e-01 3.6292e-01 3.7611e-02 2.1604e-01 -2.2000e+00 1.5473e+01
814 1.1768e-04 9.3660e-05 3.1161e+00 9.9064e-01 3.6310e-01 4.8346e-04 4.1312e-02 -2.1742e+00 1.5480e+01
815 1.1606e-04 9.2283e-05 3.1161e+00 9.9061e-01 3.6254e-01 1.6617e-03 3.0085e-01 -2.1593e+00 1.5487e+01
816 1.1613e-04 9.2814e-05 3.1161e+00 9.9076e-01 3.6244e-01 2.0593e-02 -1.0276e-01 -2.1730e+00 1.5494e+01
817 1.1386e-04 9.1215e-05 3.1160e+00 9.9050e-01 3.6243e-01 3.6855e-03 1.0368e-01 -2.1699e+00 1.5501e+01
818 1.1414e-04 9.1565e-05 3.1159e+00 9.9105e-01 3.6247e-01 2.3538e-02 -2.3176e-01 -2.2054e+00 1.5509e+01
819 1.1398e-04 9.1537e-05 3.1160e+00 9.9080e-01 3.6244e-01 -2.7848e-02 1.1520e-01 -2.1541e+00 1.5516e+01
820 1.1311e-04 8.9660e-05 3.1161e+00 9.9067e-01 3.6241e-01 -3.6327e-02 -2.7262e-01 -2.1752e+00 1.5524e+01
821 1.1432e-04 8.9879e-05 3.1162e+00 9.8996e-01 3.6173e-01 -2.3460e-02 4.6580e-02 -2.1643e+00 1.5533e+01
822 1.1790e-04 9.3159e-05 3.1160e+00 9.9017e-01 3.6199e-01 -9.9625e-03 3.4310e-01 -2.2114e+00 1.5540e+01
823 1.1676e-04 9.2574e-05 3.1160e+00 9.9002e-01 3.6158e-01 -2.4277e-02 -1.5370e-01 -2.2024e+00 1.5548e+01
824 1.1974e-04 9.3598e-05 3.1161e+00 9.9047e-01 3.6193e-01 1.7276e-02 -2.5243e-01 -2.2050e+00 1.5555e+01
825 1.1767e-04 9.2166e-05 3.1163e+00 9.9050e-01 3.6214e-01 -1.1904e-02 3.1578e-01 -2.1817e+00 1.5562e+01
826 1.1963e-04 9.3469e-05 3.1163e+00 9.8909e-01 3.6145e-01 8.8961e-03 8.9945e-02 -2.1789e+00 1.5570e+01
827 1.1917e-04 9.1526e-05 3.1164e+00 9.8967e-01 3.6202e-01 -4.0060e-03 -1.9600e-01 -2.1525e+00 1.5576e+01
828 1.1766e-04 9.0058e-05 3.1165e+00 9.8984e-01 3.6229e-01 -2.4619e-02 1.5558e-01 -2.2008e+00 1.5584e+01
829 1.1813e-04 9.1905e-05 3.1162e+00 9.8932e-01 3.6153e-01 9.4515e-04 -1.7864e-01 -2.1814e+00 1.5592e+01
830 1.1474e-04 8.9022e-05 3.1165e+00 9.8950e-01 3.6185e-01 1.3707e-02 -1.3098e-01 -2.1607e+00 1.5599e+01
831 1.1767e-04 9.1900e-05 3.1160e+00 9.9088e-01 3.6258e-01 -8.3688e-03 1.0885e-01 -2.1797e+00 1.5607e+01
832 1.1461e-04 8.9763e-05 3.1157e+00 9.9029e-01 3.6191e-01 9.4655e-03 -5.3475e-02 -2.1864e+00 1.5614e+01
833 1.1719e-04 9.1582e-05 3.1158e+00 9.8964e-01 3.6156e-01 1.6258e-02 -1.2703e-01 -2.1805e+00 1.5622e+01
834 1.1705e-04 9.1162e-05 3.1162e+00 9.9106e-01 3.6266e-01 -2.0399e-02 2.2403e-02 -2.2001e+00 1.5631e+01
835 1.1861e-04 9.3481e-05 3.1160e+00 9.9116e-01 3.6273e-01 2.0872e-02 -6.1989e-02 -2.1733e+00 1.5638e+01
836 1.2038e-04 9.4303e-05 3.1161e+00 9.9028e-01 3.6245e-01 -3.1060e-02 2.4744e-01 -2.1771e+00 1.5646e+01
837 1.2090e-04 9.4963e-05 3.1163e+00 9.9010e-01 3.6196e-01 2.5277e-02 -1.1356e-01 -2.2038e+00 1.5653e+01
838 1.2001e-04 9.5227e-05 3.1161e+00 9.8981e-01 3.6188e-01 2.5905e-02 -7.2870e-02 -2.1870e+00 1.5660e+01
839 1.2317e-04 9.6630e-05 3.1162e+00 9.8962e-01 3.6159e-01 -1.1554e-02 -7.7132e-02 -2.2078e+00 1.5667e+01
840 1.1999e-04 9.5328e-05 3.1158e+00 9.9021e-01 3.6222e-01 1.5845e-03 -8.8057e-02 -2.1891e+00 1.5674e+01
841 1.2085e-04 9.5725e-05 3.1159e+00 9.9074e-01 3.6281e-01 2.2248e-02 2.9300e-01 -2.1928e+00 1.5681e+01
842 1.2059e-04 9.6331e-05 3.1162e+00 9.9052e-01 3.6260e-01 -1.1981e-02 -3.7813e-02 -2.1922e+00 1.5689e+01
843 1.1778e-04 9.3212e-05 3.1166e+00 9.9150e-01 3.6343e-01 2.9692e-02 -5.2061e-02 -2.1681e+00 1.5696e+01
844 1.1631e-04 9.2587e-05 3.1165e+00 9.9038e-01 3.6306e-01 1.7865e-02 3.7856e-01 -2.2018e+00 1.5704e+01
845 1.1513e-04 9.0721e-05 3.1165e+00 9.9065e-01 3.6278e-01 -2.8921e-02 1.4741e-01 -2.1967e+00 1.5713e+01
846 1.1542e-04 9.1577e-05 3.1165e+00 9.9053e-01 3.6236e-01 -2.3884e-02 7.0349e-02 -2.1853e+00 1.5721e+01
847 1.1352e-04 9.0099e-05 3.1162e+00 9.9047e-01 3.6227e-01 5.9339e-03 -2.8139e-02 -2.1844e+00 1.5728e+01
848 1.1780e-04 9.4297e-05 3.1164e+00 9.9060e-01 3.6233e-01 -2.1455e-02 4.4665e-02 -2.1975e+00 1.5735e+01
849 1.1467e-04 9.0955e-05 3.1165e+00 9.9048e-01 3.6222e-01 2.9463e-03 3.2569e-01 -2.1677e+00 1.5744e+01
850 1.1748e-04 9.4314e-05 3.1170e+00 9.9059e-01 3.6207e-01 -2.2385e-02 -2.2868e-01 -2.1947e+00 1.5753e+01
851 1.1477e-04 9.2530e-05 3.1172e+00 9.9036e-01 3.6223e-01 -7.0907e-03 3.0483e-01 -2.1973e+00 1.5760e+01
852 1.1238e-04 8.9572e-05 3.1176e+00 9.9038e-01 3.6218e-01 -1.1763e-03 3.4548e-01 -2.2110e+00 1.5767e+01
853 1.1478e-04 9.2178e-05 3.1174e+00 9.9077e-01 3.6235e-01 4.3312e-02 3.7397e-01 -2.1784e+00 1.5774e+01
854 1.1174e-04 9.0699e-05 3.1168e+00 9.9087e-01 3.6198e-01 -6.3785e-03 -1.5999e-01 -2.1990e+00 1.5782e+01
855 1.1411e-04 9.2145e-05 3.1163e+00 9.9135e-01 3.6202e-01 4.2044e-02 -3.9287e-01 -2.1718e+00 1.5790e+01
856 1.1272e-04 9.1996e-05 3.1165e+00 9.9168e-01 3.6274e-01 2.4524e-02 3.5570e-01 -2.1798e+00 1.5798e+01
857 1.1680e-04 9.4774e-05 3.1166e+00 9.9034e-01 3.6174e-01 2.0922e-02 -3.0143e-02 -2.1815e+00 1.5806e+01
858 1.1928e-04 9.6026e-05 3.1164e+00 9.9178e-01 3.6214e-01 9.8883e-03 -1.0368e-01 -2.1916e+00 1.5812e+01
859 1.1724e-04 9.4714e-05 3.1167e+00 9.9040e-01 3.6178e-01 2.2296e-02 3.6666e-02 -2.1919e+00 1.5820e+01
860 1.1866e-04 9.5974e-05 3.1165e+00 9.9097e-01 3.6211e-01 -2.8918e-04 -1.5979e-01 -2.2027e+00 1.5828e+01
861 1.1762e-04 9.3716e-05 3.1164e+00 9.9106e-01 3.6233e-01 5.0246e-03 -2.8202e-01 -2.1903e+00 1.5835e+01
862 1.1668e-04 9.3273e-05 3.1162e+00 9.9077e-01 3.6245e-01 2.4607e-03 -2.1200e-02 -2.2062e+00 1.5844e+01
863 1.2083e-04 9.5187e-05 3.1163e+00 9.9108e-01 3.6232e-01 2.1661e-02 -7.7137e-02 -2.1792e+00 1.5851e+01
864 1.1751e-04 9.3053e-05 3.1161e+00 9.9156e-01 3.6270e-01 3.2342e-02 -2.8156e-01 -2.1844e+00 1.5858e+01
865 1.2012e-04 9.4622e-05 3.1157e+00 9.9120e-01 3.6260e-01 3.3860e-02 3.6949e-01 -2.1747e+00 1.5866e+01
866 1.2340e-04 9.7259e-05 3.1154e+00 9.9132e-01 3.6247e-01 3.0873e-03 1.8983e-02 -2.1849e+00 1.5874e+01
867 1.2766e-04 9.8759e-05 3.1157e+00 9.9103e-01 3.6223e-01 1.1748e-02 3.1901e-01 -2.1779e+00 1.5882e+01
868 1.2594e-04 9.6852e-05 3.1153e+00 9.9044e-01 3.6164e-01 8.5948e-03 -1.9875e-01 -2.1682e+00 1.5889e+01
869 1.2561e-04 9.6739e-05 3.1156e+00 9.8999e-01 3.6150e-01 -1.1166e-02 1.6810e-01 -2.1945e+00 1.5897e+01
870 1.2745e-04 9.7533e-05 3.1152e+00 9.9094e-01 3.6203e-01 -1.8898e-02 2.9844e-02 -2.1667e+00 1.5905e+01
871 1.2640e-04 9.6853e-05 3.1155e+00 9.9058e-01 3.6229e-01 2.9242e-02 5.2620e-02 -2.1602e+00 1.5914e+01
872 1.2639e-04 9.7525e-05 3.1159e+00 9.9122e-01 3.6230e-01 -2.7130e-02 1.1269e-01 -2.1862e+00 1.5921e+01
873 1.2819e-04 9.7179e-05 3.1157e+00 9.9047e-01 3.6212e-01 2.6788e-02 -1.3037e-01 -2.1803e+00 1.5928e+01
874 1.2665e-04 9.6288e-05 3.1158e+00 9.9110e-01 3.6265e-01 1.4958e-02 3.4258e-03 -2.1707e+00 1.5935e+01
875 1.2742e-04 9.7242e-05 3.1157e+00 9.9118e-01 3.6255e-01 4.3205e-02 7.9031e-02 -2.1656e+00 1.5942e+01
876 1.2560e-04 9.6488e-05 3.1158e+00 9.9131e-01 3.6223e-01 -2.4710e-02 -4.9349e-02 -2.1687e+00 1.5949e+01
877 1.2255e-04 9.5714e-05 3.1165e+00 9.9072e-01 3.6207e-01 3.2655e-02 -1.6493e-01 -2.1749e+00 1.5957e+01
878 1.2655e-04 1.0091e-04 3.1163e+00 9.9055e-01 3.6192e-01 -1.9738e-02 -3.1216e-01 -2.1503e+00 1.5964e+01
879 1.2794e-04 1.0135e-04 3.1164e+00 9.9014e-01 3.6223e-01 2.1954e-02 -2.6878e-01 -2.1900e+00 1.5971e+01
880 1.2685e-04 9.9678e-05 3.1166e+00 9.8959e-01 3.6183e-01 9.4503e-03 -1.2390e-01 -2.1817e+00 1.5978e+01
881 1.2313e-04 9.6835e-05 3.1167e+00 9.8985e-01 3.6197e-01 5.4632e-03 -2.1501e-01 -2.2002e+00 1.5985e+01
882 1.2574e-04 9.7810e-05 3.1170e+00 9.9055e-01 3.6272e-01 -4.2677e-02 2.5558e-01 -2.2035e+00 1.5991e+01
883 1.2058e-04 9.4753e-05 3.1169e+00 9.9026e-01 3.6273e-01 1.6822e-02 -9.3213e-02 -2.1829e+00 1.6000e+01
884 1.2154e-04 9.4479e-05 3.1174e+00 9.8919e-01 3.6255e-01 8.5536e-03 2.6004e-01 -2.1895e+00 1.6007e+01
885 1.2144e-04 9.4657e-05 3.1171e+00 9.8944e-01 3.6231e-01 6.0478e-03 1.1244e-01 -2.1886e+00 1.6015e+01
886 1.2137e-04 9.4971e-05 3.1170e+00 9.8880e-01 3.6202e-01 1.5287e-02 2.8335e-01 -2.1815e+00 1.6022e+01
887 1.2114e-04 9.4226e-05 3.1170e+00 9.8852e-01 3.6193e-01 5.5287e-04 6.6211e-02 -2.1563e+00 1.6029e+01
888 1.2042e-04 9.1962e-05 3.1170e+00 9.8910e-01 3.6249e-01 -3.3257e-02 2.6136e-01 -2.1610e+00 1.6037e+01
889 1.1944e-04 9.0521e-05 3.1171e+00 9.8929e-01 3.6257e-01 -4.1928e-03 4.6740e-01 -2.1670e+00 1.6044e+01
890 1.2038e-04 9.2374e-05 3.1170e+00 9.8923e-01 3.6205e-01 1.3172e-02 2.8697e-01 -2.1704e+00 1.6052e+01
891 1.2360e-04 9.5227e-05 3.1171e+00 9.9017e-01 3.6239e-01 1.7220e-02 3.7030e-01 -2.1897e+00 1.6061e+01
892 1.2785e-04 9.6763e-05 3.1170e+00 9.9025e-01 3.6210e-01 -1.5976e-02 9.7410e-02 -2.1727e+00 1.6068e+01
893 1.2907e-04 9.8906e-05 3.1169e+00 9.8986e-01 3.6195e-01 -3.2945e-02 -2.7330e-02 -2.1574e+00 1.6075e+01
894 1.2750e-04 9.7724e-05 3.1166e+00 9.9023e-01 3.6195e-01 -2.1168e-02 3.4295e-02 -2.1999e+00 1.6082e+01
895 1.2636e-04 9.7904e-05 3.1162e+00 9.9162e-01 3.6221e-01 4.0849e-03 -3.3105e-01 -2.1833e+00 1.6090e+01
896 1.2580e-04 9.7704e-05 3.1159e+00 9.9016e-01 3.6121e-01 9.4975e-03 -2.9533e-01 -2.1799e+00 1.6099e+01
897 1.2558e-04 9.7053e-05 3.1160e+00 9.9054e-01 3.6204e-01 -4.1098e-03 -9.9372e-02 -2.1771e+00 1.6106e+01
898 1.2735e-04 9.6921e-05 3.1164e+00 9.9146e-01 3.6262e-01 -6.8162e-04 -2.2414e-01 -2.1821e+00 1.6114e+01
899 1.2501e-04 9.6382e-05 3.1162e+00 9.9147e-01 3.6271e-01 9.2156e-03 3.9630e-01 -2.1810e+00 1.6121e+01
900 1.2360e-04 9.5130e-05 3.1161e+00 9.9098e-01 3.6238e-01 1.8611e-02 1.0510e-01 -2.1736e+00 1.6129e+01
901 1.2060e-04 9.3863e-05 3.1164e+00 9.9087e-01 3.6214e-01 8.4845e-04 1.1010e-01 -2.1843e+00 1.6136e+01
902 1.2645e-04 9.8884e-05 3.1164e+00 9.9151e-01 3.6188e-01 3.8034e-03 -2.4286e-01 -2.1992e+00 1.6143e+01
903 1.2183e-04 9.5194e-05 3.1157e+00 9.9066e-01 3.6173e-01 1.2590e-02 -1.4117e-01 -2.1876e+00 1.6150e+01
904 1.2144e-04 9.6015e-05 3.1154e+00 9.9070e-01 3.6206e-01 1.1861e-02 -2.0167e-02 -2.1776e+00 1.6157e+01
905 1.1937e-04 9.3965e-05 3.1153e+00 9.8950e-01 3.6171e-01 2.2115e-02 1.5424e-01 -2.1731e+00 1.6164e+01
906 1.2474e-04 9.8194e-05 3.1158e+00 9.8967e-01 3.6136e-01 -6.1706e-03 -1.7754e-01 -2.1754e+00 1.6173e+01
907 1.2446e-04 9.8394e-05 3.1157e+00 9.9045e-01 3.6183e-01 -1.4276e-03 6.0980e-02 -2.2175e+00 1.6180e+01
908 1.2643e-04 1.0016e-04 3.1155e+00 9.9054e-01 3.6206e-01 4.1371e-02 -1.5119e-01 -2.1716e+00 1.6186e+01
909 1.2531e-04 9.8833e-05 3.1155e+00 9.9121e-01 3.6244e-01 -2.9232e-02 2.4859e-01 -2.1862e+00 1.6193e+01
910 1.2589e-04 9.8173e-05 3.1153e+00 9.9122e-01 3.6194e-01 -1.9631e-02 -1.7134e-01 -2.1821e+00 1.6202e+01
911 1.2561e-04 9.8052e-05 3.1151e+00 9.9122e-01 3.6226e-01 -1.5453e-02 7.6183e-02 -2.1971e+00 1.6209e+01
912 1.2911e-04 9.7965e-05 3.1154e+00 9.9083e-01 3.6227e-01 1.9352e-02 1.9674e-01 -2.1855e+00 1.6217e+01
913 1.3077e-04 1.0056e-04 3.1158e+00 9.9211e-01 3.6264e-01 1.2274e-02 -1.2303e-02 -2.2047e+00 1.6225e+01
914 1.3054e-04 9.9069e-05 3.1158e+00 9.9149e-01 3.6203e-01 -1.7440e-02 -9.6010e-02 -2.2202e+00 1.6232e+01
915 1.2947e-04 9.7625e-05 3.1156e+00 9.9133e-01 3.6238e-01 -2.2648e-03 2.0519e-01 -2.1760e+00 1.6239e+01
916 1.2935e-04 9.8052e-05 3.1158e+00 9.9039e-01 3.6199e-01 -3.2824e-02 8.7517e-02 -2.2097e+00 1.6247e+01
917 1.3012e-04 9.8005e-05 3.1159e+00 9.9134e-01 3.6228e-01 -4.8078e-03 -1.8359e-01 -2.2123e+00 1.6254e+01
918 1.3172e-04 9.9561e-05 3.1156e+00 9.9066e-01 3.6201e-01 -2.4680e-02 2.0367e-01 -2.1726e+00 1.6261e+01
919 1.2790e-04 9.8478e-05 3.1152e+00 9.9030e-01 3.6180e-01 2.4867e-02 -8.3571e-02 -2.1950e+00 1.6268e+01
920 1.2796e-04 9.7658e-05 3.1156e+00 9.9113e-01 3.6220e-01 2.3302e-02 8.5761e-02 -2.1933e+00 1.6275e+01
921 1.3303e-04 1.0063e-04 3.1158e+00 9.9114e-01 3.6223e-01 -1.9214e-02 -1.8808e-01 -2.1737e+00 1.6283e+01
922 1.2949e-04 9.7783e-05 3.1153e+00 9.9029e-01 3.6188e-01 -7.1888e-03 1.4712e-01 -2.1881e+00 1.6291e+01
923 1.2951e-04 9.7486e-05 3.1157e+00 9.9111e-01 3.6203e-01 -5.4065e-03 -2.4899e-01 -2.2029e+00 1.6370e+01
924 1.2680e-04 9.5631e-05 3.1157e+00 9.9133e-01 3.6211e-01 2.4444e-02 -1.8570e-01 -2.1818e+00 1.6377e+01
925 1.2773e-04 9.7766e-05 3.1155e+00 9.9190e-01 3.6202e-01 -9.6964e-03 -2.7679e-01 -2.1834e+00 1.6385e+01
926 1.2217e-04 9.3546e-05 3.1161e+00 9.9093e-01 3.6177e-01 3.7324e-02 -1.1671e-01 -2.1730e+00 1.6393e+01
927 1.2328e-04 9.5131e-05 3.1162e+00 9.9172e-01 3.6192e-01 6.3362e-03 1.1267e-01 -2.1691e+00 1.6400e+01
928 1.2551e-04 9.7652e-05 3.1160e+00 9.9127e-01 3.6161e-01 1.7037e-02 -3.0201e-01 -2.1899e+00 1.6407e+01
929 1.2190e-04 9.4671e-05 3.1157e+00 9.9264e-01 3.6260e-01 -1.3822e-02 -1.9370e-01 -2.1972e+00 1.6415e+01
930 1.1816e-04 9.1364e-05 3.1156e+00 9.9290e-01 3.6254e-01 -2.0437e-02 -7.4905e-02 -2.1828e+00 1.6422e+01
931 1.1765e-04 9.2214e-05 3.1152e+00 9.9244e-01 3.6223e-01 -1.2508e-02 -3.1214e-01 -2.2028e+00 1.6431e+01
932 1.1985e-04 9.4750e-05 3.1147e+00 9.9274e-01 3.6210e-01 -3.8710e-03 -1.6166e-01 -2.1939e+00 1.6438e+01
933 1.2010e-04 9.5947e-05 3.1148e+00 9.9335e-01 3.6240e-01 -5.0541e-03 1.1142e-01 -2.1881e+00 1.6445e+01
934 1.2014e-04 9.5522e-05 3.1150e+00 9.9271e-01 3.6233e-01 1.1569e-02 1.8660e-01 -2.1715e+00 1.6452e+01
935 1.2208e-04 9.6200e-05 3.1150e+00 9.9207e-01 3.6182e-01 2.4003e-02 -4.0792e-01 -2.1733e+00 1.6459e+01
936 1.2257e-04 9.5566e-05 3.1154e+00 9.9228e-01 3.6203e-01 -7.6225e-03 -4.0078e-01 -2.1638e+00 1.6467e+01
937 1.2478e-04 9.7526e-05 3.1150e+00 9.9214e-01 3.6200e-01 -2.0041e-02 -1.0898e-01 -2.1795e+00 1.6475e+01
938 1.2182e-04 9.5053e-05 3.1152e+00 9.9212e-01 3.6212e-01 -4.8380e-03 1.5090e-01 -2.1992e+00 1.6482e+01
939 1.2443e-04 9.5736e-05 3.1153e+00 9.9300e-01 3.6273e-01 2.4106e-02 -5.8210e-02 -2.1621e+00 1.6490e+01
940 1.2700e-04 9.8096e-05 3.1153e+00 9.9254e-01 3.6247e-01 7.8860e-03 -6.8939e-02 -2.1742e+00 1.6496e+01
941 1.2478e-04 9.8089e-05 3.1156e+00 9.9265e-01 3.6246e-01 2.4283e-02 8.7744e-02 -2.2004e+00 1.6503e+01
942 1.2766e-04 1.0126e-04 3.1158e+00 9.9274e-01 3.6270e-01 1.1288e-02 -1.7169e-01 -2.2001e+00 1.6511e+01
943 1.3048e-04 1.0349e-04 3.1154e+00 9.9105e-01 3.6171e-01 1.4492e-02 7.8569e-02 -2.1858e+00 1.6518e+01
944 1.2845e-04 1.0130e-04 3.1149e+00 9.9170e-01 3.6168e-01 1.2874e-02 3.9594e-02 -2.1790e+00 1.6526e+01
945 1.2636e-04 9.8259e-05 3.1155e+00 9.9242e-01 3.6243e-01 4.1320e-02 3.3046e-01 -2.1540e+00 1.6533e+01
946 1.2541e-04 1.0008e-04 3.1152e+00 9.9257e-01 3.6228e-01 -2.1973e-02 2.8402e-03 -2.1910e+00 1.6540e+01
947 1.3044e-04 1.0432e-04 3.1151e+00 9.9355e-01 3.6277e-01 1.4903e-02 -8.9547e-02 -2.1766e+00 1.6547e+01
