t test_mse train_mse W_norm a_norm y_norm_sq score_W_resc score_a_resc log_P time
1989 2.6842e-03 2.0300e-03 8.1917e-01 2.5021e+00 4.1191e-01 -1.5125e-02 -1.1395e-01 -9.8554e+00 1.2414e+01
1990 2.7193e-03 2.0449e-03 8.2017e-01 2.4966e+00 4.1049e-01 9.0545e-03 -7.5018e-02 -9.8656e+00 1.2421e+01
1991 2.7044e-03 2.0124e-03 8.2039e-01 2.4963e+00 4.1172e-01 1.2247e-01 1.0824e-01 -9.9713e+00 1.2427e+01
1992 2.6902e-03 2.0249e-03 8.2026e-01 2.5009e+00 4.1338e-01 2.1746e-02 2.0034e-01 -9.8746e+00 1.2433e+01
1993 2.7848e-03 2.0595e-03 8.2009e-01 2.4994e+00 4.1447e-01 7.9622e-02 5.1707e-02 -9.9098e+00 1.2440e+01
1994 2.7479e-03 2.0319e-03 8.1990e-01 2.5003e+00 4.1638e-01 2.4527e-02 -1.1006e-02 -9.8618e+00 1.2447e+01
1995 2.7376e-03 2.0308e-03 8.2078e-01 2.5036e+00 4.1608e-01 -7.3627e-03 -9.9537e-02 -9.7886e+00 1.2454e+01
1996 2.7164e-03 2.0283e-03 8.2105e-01 2.5011e+00 4.1531e-01 1.1267e-01 1.9923e-01 -9.9187e+00 1.2460e+01
1997 2.6618e-03 1.9868e-03 8.2141e-01 2.5025e+00 4.1442e-01 -4.9224e-02 2.3159e-01 -9.8160e+00 1.2467e+01
1998 2.7890e-03 2.0542e-03 8.2070e-01 2.4952e+00 4.1191e-01 -3.7473e-02 4.9813e-02 -9.8655e+00 1.2473e+01
1999 2.7410e-03 2.0219e-03 8.2086e-01 2.4974e+00 4.1228e-01 1.8670e-02 1.8669e-01 -9.8804e+00 1.2480e+01
2000 2.7747e-03 2.0404e-03 8.2108e-01 2.4963e+00 4.1095e-01 -1.4639e-02 -1.2330e-01 -9.9190e+00 1.2486e+01
2001 2.7375e-03 2.0256e-03 8.2136e-01 2.4890e+00 4.1114e-01 2.3643e-02 1.5470e-01 -9.8254e+00 1.2493e+01
2002 2.7739e-03 2.0512e-03 8.2134e-01 2.4928e+00 4.1223e-01 -1.6844e-02 -9.9503e-02 -9.8452e+00 1.2499e+01
2003 2.7960e-03 2.0265e-03 8.2133e-01 2.4861e+00 4.0913e-01 -7.0663e-02 -6.5230e-02 -9.9283e+00 1.2506e+01
2004 2.7863e-03 2.0283e-03 8.2231e-01 2.4863e+00 4.0946e-01 5.3187e-02 1.0634e-02 -1.0016e+01 1.2512e+01
2005 2.8046e-03 2.0141e-03 8.2333e-01 2.4900e+00 4.1181e-01 1.2771e-01 1.9261e-01 -9.8728e+00 1.2518e+01
2006 2.7705e-03 1.9758e-03 8.2354e-01 2.4909e+00 4.1141e-01 -1.8187e-02 1.7239e-01 -9.8668e+00 1.2525e+01
2007 2.7798e-03 1.9727e-03 8.2407e-01 2.4875e+00 4.1226e-01 1.0654e-02 -1.6907e-01 -9.9237e+00 1.2532e+01
2008 2.8172e-03 2.0182e-03 8.2433e-01 2.4844e+00 4.1429e-01 -1.3522e-02 -4.9488e-04 -9.8017e+00 1.2538e+01
2009 2.8093e-03 2.0227e-03 8.2459e-01 2.4869e+00 4.1525e-01 -1.4430e-02 1.4849e-01 -9.9607e+00 1.2545e+01
2010 2.7601e-03 1.9941e-03 8.2541e-01 2.4798e+00 4.1389e-01 2.6527e-02 -9.3719e-03 -9.9581e+00 1.2551e+01
2011 2.7721e-03 2.0030e-03 8.2469e-01 2.4789e+00 4.1351e-01 5.8184e-02 2.0151e-01 -9.8782e+00 1.2557e+01
2012 2.8206e-03 1.9960e-03 8.2626e-01 2.4795e+00 4.1263e-01 2.0571e-02 2.0798e-01 -9.8015e+00 1.2564e+01
2013 2.8250e-03 2.0116e-03 8.2599e-01 2.4697e+00 4.1077e-01 1.2771e-03 9.7548e-03 -9.8759e+00 1.2571e+01
2014 2.8236e-03 1.9940e-03 8.2638e-01 2.4684e+00 4.0951e-01 2.4421e-02 5.0314e-03 -9.8296e+00 1.2578e+01
2015 2.8464e-03 2.0311e-03 8.2752e-01 2.4640e+00 4.0870e-01 3.8795e-03 -1.9176e-02 -9.9462e+00 1.2585e+01
2016 2.8770e-03 2.0466e-03 8.2796e-01 2.4535e+00 4.0958e-01 -3.4641e-02 -6.6470e-02 -9.9320e+00 1.2591e+01
2017 2.8386e-03 2.0006e-03 8.2919e-01 2.4483e+00 4.0964e-01 -1.5763e-02 -5.9639e-02 -9.9308e+00 1.2598e+01
2018 2.7612e-03 1.9817e-03 8.2818e-01 2.4539e+00 4.0993e-01 3.9128e-02 3.5130e-03 -9.9800e+00 1.2605e+01
2019 2.7285e-03 1.9272e-03 8.2770e-01 2.4656e+00 4.1030e-01 1.9158e-02 -4.3590e-02 -1.0008e+01 1.2612e+01
2020 2.7480e-03 1.9426e-03 8.2787e-01 2.4611e+00 4.0959e-01 4.4614e-02 -6.9626e-02 -9.8155e+00 1.2619e+01
2021 2.7357e-03 1.9515e-03 8.2867e-01 2.4667e+00 4.0926e-01 -9.5285e-03 -1.4784e-01 -9.8302e+00 1.2625e+01
2022 2.7175e-03 1.9283e-03 8.2851e-01 2.4696e+00 4.1034e-01 1.4288e-02 -4.5321e-02 -9.9253e+00 1.2632e+01
2023 2.7531e-03 1.9495e-03 8.2873e-01 2.4687e+00 4.1107e-01 -2.6029e-02 -4.3561e-02 -9.9322e+00 1.2638e+01
2024 2.7568e-03 1.9256e-03 8.2895e-01 2.4683e+00 4.1429e-01 -3.0120e-02 -6.8400e-02 -9.9028e+00 1.2645e+01
2025 2.7966e-03 1.9466e-03 8.2921e-01 2.4658e+00 4.1373e-01 3.0324e-02 1.6267e-01 -9.7971e+00 1.2652e+01
2026 2.7699e-03 1.9269e-03 8.2908e-01 2.4640e+00 4.1230e-01 -1.2829e-03 7.9992e-02 -9.8184e+00 1.2658e+01
2027 2.8367e-03 1.9626e-03 8.2983e-01 2.4599e+00 4.1404e-01 5.8719e-02 2.1351e-01 -9.7950e+00 1.2664e+01
2028 2.7786e-03 1.9470e-03 8.3028e-01 2.4631e+00 4.1174e-01 4.2315e-02 2.3021e-01 -9.8562e+00 1.2670e+01
2029 2.8024e-03 1.9817e-03 8.3055e-01 2.4584e+00 4.1202e-01 -1.9733e-02 -3.4837e-02 -9.9246e+00 1.2677e+01
2030 2.7389e-03 1.9565e-03 8.3056e-01 2.4565e+00 4.1204e-01 -6.8873e-03 -3.0357e-02 -9.9309e+00 1.2685e+01
2031 2.7119e-03 1.9462e-03 8.3038e-01 2.4575e+00 4.1007e-01 2.5823e-02 2.6086e-02 -9.8832e+00 1.2691e+01
2032 2.7404e-03 1.9509e-03 8.3060e-01 2.4527e+00 4.1109e-01 2.1212e-04 -1.0852e-01 -9.9267e+00 1.2698e+01
2033 2.7393e-03 1.9340e-03 8.3020e-01 2.4553e+00 4.1252e-01 -5.0518e-02 1.2111e-01 -9.9730e+00 1.2705e+01
2034 2.7915e-03 1.9467e-03 8.3049e-01 2.4498e+00 4.1259e-01 1.2340e-02 4.5723e-03 -9.8681e+00 1.2711e+01
2035 2.7902e-03 1.9581e-03 8.3051e-01 2.4444e+00 4.1054e-01 -4.5582e-03 1.0295e-01 -9.8005e+00 1.2718e+01
2036 2.7578e-03 1.9284e-03 8.3063e-01 2.4474e+00 4.1091e-01 -3.5349e-04 -1.0091e-02 -9.9415e+00 1.2724e+01
2037 2.7098e-03 1.9461e-03 8.2990e-01 2.4518e+00 4.1237e-01 4.2487e-02 -5.0124e-02 -9.9387e+00 1.2731e+01
2038 2.6562e-03 1.8778e-03 8.3069e-01 2.4557e+00 4.1315e-01 -3.4072e-02 -5.1372e-02 -9.8650e+00 1.2737e+01
2039 2.6394e-03 1.8847e-03 8.3018e-01 2.4548e+00 4.1282e-01 1.4535e-02 -4.1569e-02 -9.7814e+00 1.2744e+01
2040 2.7032e-03 1.9168e-03 8.2942e-01 2.4579e+00 4.1193e-01 4.0189e-02 1.2859e-01 -9.8203e+00 1.2750e+01
2041 2.7040e-03 1.8921e-03 8.2995e-01 2.4548e+00 4.1111e-01 4.8853e-02 -5.2032e-02 -9.8253e+00 1.2757e+01
2042 2.6749e-03 1.8438e-03 8.3112e-01 2.4488e+00 4.1124e-01 -1.2371e-01 1.6130e-01 -9.8858e+00 1.2763e+01
2043 2.7635e-03 1.8673e-03 8.3110e-01 2.4474e+00 4.0823e-01 -1.1207e-02 -6.7704e-02 -9.8769e+00 1.2769e+01
2044 2.7224e-03 1.8462e-03 8.3215e-01 2.4393e+00 4.0870e-01 -4.0627e-03 4.0003e-02 -9.7751e+00 1.2776e+01
2045 2.7801e-03 1.8812e-03 8.3175e-01 2.4386e+00 4.0845e-01 4.9116e-02 2.0312e-02 -9.9084e+00 1.2783e+01
2046 2.7538e-03 1.8929e-03 8.3129e-01 2.4272e+00 4.0696e-01 7.8727e-02 7.1633e-02 -9.8268e+00 1.2789e+01
2047 2.7717e-03 1.8912e-03 8.3233e-01 2.4328e+00 4.0799e-01 -6.7961e-02 -4.3966e-02 -9.9115e+00 1.2796e+01
2048 2.7225e-03 1.8843e-03 8.3354e-01 2.4291e+00 4.0883e-01 -1.5211e-02 -3.1259e-02 -9.8887e+00 1.2802e+01
2049 2.7282e-03 1.8762e-03 8.3452e-01 2.4273e+00 4.1133e-01 -4.1384e-02 -1.6968e-02 -9.7464e+00 1.2809e+01
2050 2.7434e-03 1.8972e-03 8.3492e-01 2.4251e+00 4.1102e-01 9.0447e-02 2.2400e-02 -9.9890e+00 1.2815e+01
2051 2.7611e-03 1.8886e-03 8.3604e-01 2.4225e+00 4.0893e-01 -9.2002e-03 -4.7031e-02 -9.9936e+00 1.2822e+01
2052 2.7683e-03 1.8828e-03 8.3579e-01 2.4213e+00 4.0892e-01 -2.5015e-02 6.0293e-02 -9.8044e+00 1.2828e+01
2053 2.7370e-03 1.8693e-03 8.3713e-01 2.4204e+00 4.1057e-01 4.1776e-02 -4.7277e-02 -9.7894e+00 1.2834e+01
2054 2.7362e-03 1.8887e-03 8.3814e-01 2.4190e+00 4.1105e-01 3.4110e-03 -2.8974e-02 -9.7019e+00 1.2840e+01
2055 2.7318e-03 1.8981e-03 8.3909e-01 2.4250e+00 4.1067e-01 -4.7487e-02 7.6550e-02 -9.9264e+00 1.2846e+01
2056 2.6959e-03 1.8709e-03 8.3987e-01 2.4249e+00 4.1270e-01 4.7043e-02 2.2041e-01 -9.8399e+00 1.2853e+01
2057 2.6747e-03 1.8833e-03 8.4014e-01 2.4241e+00 4.1103e-01 6.6148e-02 -2.9289e-02 -9.8937e+00 1.2859e+01
2058 2.6102e-03 1.8501e-03 8.4058e-01 2.4234e+00 4.1100e-01 -3.9396e-02 5.2126e-02 -9.9224e+00 1.2866e+01
2059 2.5379e-03 1.8261e-03 8.4176e-01 2.4314e+00 4.1344e-01 -2.6765e-02 -1.0792e-01 -9.7600e+00 1.2873e+01
2060 2.5748e-03 1.8289e-03 8.4199e-01 2.4295e+00 4.1309e-01 -6.1265e-02 -3.8513e-02 -9.8746e+00 1.2879e+01
2061 2.6051e-03 1.8644e-03 8.4208e-01 2.4269e+00 4.1403e-01 7.7683e-02 3.2705e-03 -9.8349e+00 1.2886e+01
2062 2.6191e-03 1.8561e-03 8.4147e-01 2.4245e+00 4.1156e-01 3.4580e-04 3.3320e-02 -9.7679e+00 1.2893e+01
2063 2.5712e-03 1.8441e-03 8.4245e-01 2.4222e+00 4.1276e-01 1.6413e-02 9.8460e-02 -9.8201e+00 1.2899e+01
2064 2.5795e-03 1.8098e-03 8.4309e-01 2.4212e+00 4.1270e-01 1.4286e-02 1.1660e-01 -9.7519e+00 1.2905e+01
2065 2.5879e-03 1.8374e-03 8.4352e-01 2.4210e+00 4.1421e-01 -4.3461e-03 -4.1283e-02 -9.7549e+00 1.2912e+01
2066 2.5904e-03 1.8284e-03 8.4373e-01 2.4198e+00 4.1417e-01 -1.2063e-02 4.2666e-02 -9.8711e+00 1.2918e+01
2067 2.5485e-03 1.8162e-03 8.4361e-01 2.4219e+00 4.1409e-01 1.3775e-02 2.4909e-01 -9.7988e+00 1.2925e+01
2068 2.4782e-03 1.7703e-03 8.4367e-01 2.4282e+00 4.1443e-01 2.7716e-02 3.0717e-02 -9.9038e+00 1.2931e+01
2069 2.4969e-03 1.8204e-03 8.4290e-01 2.4268e+00 4.1082e-01 1.8183e-02 -7.7517e-02 -9.9059e+00 1.2938e+01
2070 2.5210e-03 1.8262e-03 8.4294e-01 2.4315e+00 4.1302e-01 4.9531e-02 7.9260e-02 -9.8598e+00 1.2944e+01
2071 2.5089e-03 1.8128e-03 8.4275e-01 2.4337e+00 4.1336e-01 8.3490e-03 -2.0401e-01 -9.8040e+00 1.2950e+01
2072 2.4867e-03 1.8087e-03 8.4314e-01 2.4363e+00 4.1473e-01 -3.4087e-02 8.1833e-02 -9.8517e+00 1.2957e+01
2073 2.4452e-03 1.7515e-03 8.4343e-01 2.4376e+00 4.1246e-01 4.3360e-02 1.8677e-01 -9.8141e+00 1.2963e+01
2074 2.5343e-03 1.8081e-03 8.4255e-01 2.4284e+00 4.1039e-01 -6.5544e-05 -5.8382e-02 -9.9286e+00 1.2970e+01
2075 2.5596e-03 1.8204e-03 8.4390e-01 2.4264e+00 4.1155e-01 3.8147e-02 -9.4414e-02 -9.9291e+00 1.2976e+01
2076 2.5949e-03 1.8280e-03 8.4380e-01 2.4303e+00 4.1100e-01 3.2165e-02 1.0005e-01 -9.9275e+00 1.2982e+01
2077 2.6325e-03 1.8505e-03 8.4353e-01 2.4267e+00 4.0849e-01 6.5734e-02 -3.4089e-02 -9.7568e+00 1.2989e+01
2078 2.5907e-03 1.8191e-03 8.4386e-01 2.4305e+00 4.1068e-01 -9.0754e-02 4.3977e-02 -9.8274e+00 1.2995e+01
2079 2.5898e-03 1.8037e-03 8.4423e-01 2.4355e+00 4.1117e-01 5.5021e-02 1.4204e-01 -9.8438e+00 1.3002e+01
2080 2.5818e-03 1.8237e-03 8.4454e-01 2.4328e+00 4.1026e-01 6.7070e-02 -2.4481e-01 -9.8137e+00 1.3008e+01
2081 2.5916e-03 1.8122e-03 8.4502e-01 2.4301e+00 4.0885e-01 9.2033e-03 -9.1313e-02 -9.8914e+00 1.3015e+01
2082 2.5919e-03 1.8256e-03 8.4519e-01 2.4228e+00 4.0835e-01 1.0847e-02 -2.2034e-01 -9.9111e+00 1.3021e+01
2083 2.5770e-03 1.8021e-03 8.4620e-01 2.4252e+00 4.1091e-01 6.1312e-02 -1.6358e-01 -9.8553e+00 1.3027e+01
2084 2.4922e-03 1.7603e-03 8.4629e-01 2.4259e+00 4.1402e-01 -2.8321e-02 5.1164e-02 -9.9461e+00 1.3033e+01
2085 2.4773e-03 1.7503e-03 8.4486e-01 2.4352e+00 4.1194e-01 4.1336e-03 2.4759e-02 -9.8122e+00 1.3040e+01
2086 2.4640e-03 1.7362e-03 8.4424e-01 2.4389e+00 4.1237e-01 -5.1543e-02 9.7873e-02 -9.7521e+00 1.3046e+01
2087 2.4901e-03 1.7684e-03 8.4423e-01 2.4383e+00 4.1174e-01 3.0113e-02 7.6093e-02 -9.9025e+00 1.3053e+01
2088 2.4593e-03 1.7787e-03 8.4430e-01 2.4394e+00 4.1412e-01 6.1818e-02 2.5677e-03 -9.7881e+00 1.3059e+01
2089 2.4875e-03 1.7573e-03 8.4331e-01 2.4317e+00 4.1344e-01 4.3511e-02 -1.3196e-01 -9.8541e+00 1.3066e+01
2090 2.5139e-03 1.7789e-03 8.4306e-01 2.4198e+00 4.1214e-01 -6.8083e-02 6.0147e-02 -9.9415e+00 1.3072e+01
2091 2.6166e-03 1.8066e-03 8.4384e-01 2.4178e+00 4.1254e-01 6.3564e-02 -3.0437e-02 -9.8875e+00 1.3079e+01
2092 2.6249e-03 1.8199e-03 8.4413e-01 2.4148e+00 4.1194e-01 -3.3456e-02 -3.6645e-02 -9.8005e+00 1.3085e+01
2093 2.5702e-03 1.8003e-03 8.4406e-01 2.4131e+00 4.1184e-01 2.4345e-02 -4.3893e-02 -9.8429e+00 1.3092e+01
2094 2.5826e-03 1.8192e-03 8.4491e-01 2.4177e+00 4.1307e-01 3.6787e-02 -6.3374e-03 -9.8418e+00 1.3098e+01
2095 2.6210e-03 1.7951e-03 8.4428e-01 2.4186e+00 4.1117e-01 1.8577e-02 2.8372e-01 -9.8148e+00 1.3104e+01
2096 2.6138e-03 1.8085e-03 8.4470e-01 2.4135e+00 4.1073e-01 7.0649e-02 1.1093e-02 -9.7773e+00 1.3110e+01
2097 2.7018e-03 1.8732e-03 8.4620e-01 2.4142e+00 4.1247e-01 -2.9542e-02 -1.3803e-01 -9.8645e+00 1.3116e+01
2098 2.6582e-03 1.8486e-03 8.4605e-01 2.4090e+00 4.1095e-01 -8.8058e-02 -1.8965e-02 -9.8940e+00 1.3124e+01
2099 2.6201e-03 1.8411e-03 8.4534e-01 2.4104e+00 4.1129e-01 -2.8149e-02 -1.8473e-01 -9.8560e+00 1.3130e+01
2100 2.5942e-03 1.8421e-03 8.4545e-01 2.4088e+00 4.1365e-01 1.5190e-02 -2.9590e-02 -9.8749e+00 1.3136e+01
2101 2.5198e-03 1.8120e-03 8.4522e-01 2.4116e+00 4.1247e-01 9.1140e-02 2.8077e-02 -9.8760e+00 1.3143e+01
2102 2.4872e-03 1.7965e-03 8.4475e-01 2.4126e+00 4.1462e-01 3.3595e-02 1.8642e-02 -9.8401e+00 1.3149e+01
2103 2.4622e-03 1.7883e-03 8.4444e-01 2.4128e+00 4.1368e-01 -3.8510e-02 9.6372e-02 -9.9021e+00 1.3156e+01
2104 2.5562e-03 1.8483e-03 8.4427e-01 2.4079e+00 4.1274e-01 -4.2407e-02 8.7145e-02 -9.9772e+00 1.3162e+01
2105 2.5347e-03 1.8496e-03 8.4486e-01 2.4177e+00 4.1363e-01 4.4048e-02 8.6420e-02 -1.0020e+01 1.3169e+01
2106 2.5271e-03 1.8058e-03 8.4421e-01 2.4184e+00 4.1284e-01 1.4405e-02 1.7740e-01 -9.7873e+00 1.3176e+01
2107 2.5420e-03 1.8202e-03 8.4447e-01 2.4130e+00 4.1115e-01 -2.3905e-02 9.0156e-02 -9.9417e+00 1.3182e+01
2108 2.6214e-03 1.8559e-03 8.4396e-01 2.4172e+00 4.1202e-01 4.5079e-02 7.0921e-03 -9.7472e+00 1.3189e+01
2109 2.6007e-03 1.8637e-03 8.4481e-01 2.4122e+00 4.1194e-01 6.7457e-02 6.7616e-02 -9.7922e+00 1.3195e+01
2110 2.6774e-03 1.9129e-03 8.4502e-01 2.4103e+00 4.1205e-01 2.6896e-02 1.2249e-01 -9.9218e+00 1.3201e+01
2111 2.6586e-03 1.9052e-03 8.4496e-01 2.4088e+00 4.1086e-01 -2.1597e-02 -7.7500e-02 -9.8852e+00 1.3208e+01
2112 2.6410e-03 1.8778e-03 8.4481e-01 2.4131e+00 4.1391e-01 2.0520e-02 2.3145e-01 -9.9762e+00 1.3214e+01
2113 2.6113e-03 1.8702e-03 8.4525e-01 2.4074e+00 4.1245e-01 4.4060e-02 -2.4924e-01 -9.8294e+00 1.3221e+01
2114 2.5826e-03 1.8510e-03 8.4579e-01 2.4127e+00 4.1363e-01 2.2414e-02 8.2815e-02 -9.8511e+00 1.3227e+01
2115 2.5637e-03 1.8484e-03 8.4632e-01 2.4098e+00 4.1211e-01 2.8273e-02 2.2659e-01 -9.9993e+00 1.3234e+01
2116 2.5895e-03 1.8840e-03 8.4625e-01 2.4027e+00 4.1178e-01 -4.4419e-02 2.3287e-01 -9.8305e+00 1.3240e+01
2117 2.5963e-03 1.8987e-03 8.4594e-01 2.3971e+00 4.1003e-01 -5.1171e-02 7.7411e-02 -9.9480e+00 1.3247e+01
2118 2.5448e-03 1.8517e-03 8.4630e-01 2.4022e+00 4.1368e-01 -8.5031e-03 1.1583e-01 -9.8277e+00 1.3253e+01
2119 2.5360e-03 1.8567e-03 8.4625e-01 2.4048e+00 4.1143e-01 2.3366e-02 1.3309e-01 -9.8342e+00 1.3259e+01
2120 2.5546e-03 1.8667e-03 8.4603e-01 2.3994e+00 4.0872e-01 5.5973e-02 -2.1773e-01 -9.9513e+00 1.3266e+01
2121 2.5360e-03 1.8516e-03 8.4496e-01 2.4011e+00 4.1135e-01 4.1187e-02 -7.9597e-02 -9.7913e+00 1.3273e+01
2122 2.5100e-03 1.8236e-03 8.4543e-01 2.4064e+00 4.1178e-01 8.5130e-02 1.1513e-01 -9.9189e+00 1.3279e+01
2123 2.5225e-03 1.8194e-03 8.4618e-01 2.4077e+00 4.1171e-01 -6.1424e-03 5.5902e-02 -9.8779e+00 1.3286e+01
2124 2.5286e-03 1.8072e-03 8.4615e-01 2.4076e+00 4.1231e-01 -2.3060e-02 1.0935e-02 -9.9782e+00 1.3293e+01
2125 2.5106e-03 1.7946e-03 8.4665e-01 2.4112e+00 4.1258e-01 -1.6807e-04 -1.0392e-01 -9.7970e+00 1.3300e+01
2126 2.5525e-03 1.8397e-03 8.4619e-01 2.4104e+00 4.1330e-01 3.7029e-02 4.6327e-03 -9.8371e+00 1.3306e+01
2127 2.5819e-03 1.8489e-03 8.4628e-01 2.4098e+00 4.1525e-01 3.5802e-02 8.8237e-02 -9.8972e+00 1.3312e+01
2128 2.6142e-03 1.8677e-03 8.4660e-01 2.4050e+00 4.1213e-01 -1.5174e-03 -1.3506e-01 -9.7733e+00 1.3318e+01
2129 2.6752e-03 1.8898e-03 8.4670e-01 2.4061e+00 4.1286e-01 -2.6173e-02 -6.2870e-02 -9.8986e+00 1.3325e+01
2130 2.6840e-03 1.9187e-03 8.4650e-01 2.4015e+00 4.1306e-01 -2.2547e-02 1.0394e-01 -9.9526e+00 1.3332e+01
2131 2.6648e-03 1.8971e-03 8.4808e-01 2.3975e+00 4.1384e-01 -5.8723e-03 1.2212e-01 -9.8410e+00 1.3339e+01
2132 2.6437e-03 1.8549e-03 8.4826e-01 2.3916e+00 4.1302e-01 6.6268e-02 6.3043e-03 -9.8781e+00 1.3345e+01
2133 2.6302e-03 1.8620e-03 8.4678e-01 2.3961e+00 4.1220e-01 -2.0902e-02 1.4208e-01 -9.9214e+00 1.3352e+01
2134 2.5822e-03 1.8343e-03 8.4808e-01 2.3998e+00 4.1217e-01 -2.8203e-02 -1.0538e-04 -9.8077e+00 1.3358e+01
2135 2.5705e-03 1.8398e-03 8.4736e-01 2.4037e+00 4.1117e-01 -2.2083e-02 3.5647e-02 -9.7728e+00 1.3364e+01
2136 2.5146e-03 1.8124e-03 8.4886e-01 2.4145e+00 4.1297e-01 -1.1541e-02 1.2550e-01 -9.8618e+00 1.3370e+01
2137 2.5351e-03 1.8050e-03 8.4875e-01 2.4193e+00 4.1236e-01 -3.0422e-02 -1.9058e-01 -9.8354e+00 1.3377e+01
2138 2.4959e-03 1.7757e-03 8.4903e-01 2.4179e+00 4.1338e-01 -2.7182e-02 -2.5422e-01 -9.8892e+00 1.3383e+01
2139 2.5271e-03 1.8040e-03 8.4857e-01 2.4173e+00 4.1200e-01 -2.4620e-02 -2.4705e-01 -9.8175e+00 1.3390e+01
2140 2.4785e-03 1.7939e-03 8.4930e-01 2.4150e+00 4.1104e-01 4.4859e-02 -2.4115e-01 -9.8743e+00 1.3397e+01
2141 2.4549e-03 1.8024e-03 8.4947e-01 2.4167e+00 4.1284e-01 -9.8444e-03 1.9864e-01 -9.8991e+00 1.3404e+01
2142 2.3766e-03 1.7638e-03 8.4949e-01 2.4183e+00 4.1191e-01 -2.9807e-02 6.2568e-02 -9.9746e+00 1.3411e+01
2143 2.3613e-03 1.7341e-03 8.4969e-01 2.4179e+00 4.0935e-01 2.1985e-02 6.2762e-03 -9.9452e+00 1.3417e+01
2144 2.4201e-03 1.7563e-03 8.4915e-01 2.4109e+00 4.0886e-01 1.6027e-02 4.4198e-02 -9.8270e+00 1.3423e+01
2145 2.4331e-03 1.7456e-03 8.4963e-01 2.4061e+00 4.0643e-01 -3.7794e-02 -1.6802e-01 -9.8477e+00 1.3429e+01
2146 2.4217e-03 1.7469e-03 8.4951e-01 2.4090e+00 4.0995e-01 -5.0780e-02 7.2787e-02 -9.8610e+00 1.3435e+01
2147 2.4404e-03 1.7737e-03 8.5033e-01 2.4070e+00 4.0866e-01 1.1529e-01 -7.1300e-02 -9.8559e+00 1.3442e+01
2148 2.4317e-03 1.7602e-03 8.5137e-01 2.4055e+00 4.0879e-01 5.1817e-02 -1.2521e-01 -9.7353e+00 1.3448e+01
2149 2.4347e-03 1.7392e-03 8.5220e-01 2.4005e+00 4.0936e-01 6.3503e-02 -1.7579e-01 -9.8538e+00 1.3455e+01
2150 2.3473e-03 1.6971e-03 8.5229e-01 2.4098e+00 4.1240e-01 -3.1235e-02 1.0863e-01 -9.8730e+00 1.3462e+01
2151 2.2592e-03 1.6514e-03 8.5396e-01 2.4167e+00 4.1343e-01 -2.5778e-02 9.8614e-02 -9.9302e+00 1.3468e+01
2152 2.3382e-03 1.6799e-03 8.5423e-01 2.4180e+00 4.1262e-01 -4.5887e-03 -6.1887e-02 -9.8748e+00 1.3474e+01
2153 2.3338e-03 1.7171e-03 8.5439e-01 2.4105e+00 4.1216e-01 -3.4181e-02 -4.7661e-02 -9.8236e+00 1.3480e+01
2154 2.3258e-03 1.7258e-03 8.5445e-01 2.4154e+00 4.1310e-01 -3.4794e-02 4.7863e-02 -9.7770e+00 1.3487e+01
2155 2.3798e-03 1.7327e-03 8.5426e-01 2.4133e+00 4.1406e-01 4.9789e-04 1.9206e-02 -9.8309e+00 1.3494e+01
2156 2.3724e-03 1.7191e-03 8.5398e-01 2.4092e+00 4.1203e-01 -3.2324e-02 9.6693e-02 -9.7053e+00 1.3501e+01
2157 2.3781e-03 1.6923e-03 8.5426e-01 2.4040e+00 4.1237e-01 -5.0653e-02 -8.5482e-02 -9.8392e+00 1.3507e+01
2158 2.3537e-03 1.6973e-03 8.5385e-01 2.3954e+00 4.1129e-01 2.6708e-03 1.8479e-01 -9.7656e+00 1.3514e+01
2159 2.3578e-03 1.6718e-03 8.5340e-01 2.3975e+00 4.1330e-01 5.0906e-03 1.2290e-01 -9.8013e+00 1.3521e+01
2160 2.3670e-03 1.6969e-03 8.5389e-01 2.3963e+00 4.1039e-01 4.9115e-02 -7.9114e-03 -9.9001e+00 1.3527e+01
2161 2.3510e-03 1.6823e-03 8.5417e-01 2.3986e+00 4.0978e-01 1.0276e-01 -1.2213e-01 -9.9086e+00 1.3535e+01
2162 2.3481e-03 1.6651e-03 8.5462e-01 2.3951e+00 4.0987e-01 -4.7549e-02 -1.5037e-01 -9.8128e+00 1.3541e+01
2163 2.3957e-03 1.6990e-03 8.5554e-01 2.3941e+00 4.1025e-01 -3.2723e-03 -7.9882e-02 -9.8428e+00 1.3548e+01
2164 2.3638e-03 1.7165e-03 8.5591e-01 2.3918e+00 4.1111e-01 -1.2546e-02 1.1339e-01 -9.9323e+00 1.3554e+01
2165 2.3017e-03 1.6813e-03 8.5638e-01 2.3958e+00 4.1151e-01 -1.5007e-03 -5.3777e-02 -9.8727e+00 1.3561e+01
2166 2.4139e-03 1.7207e-03 8.5597e-01 2.3934e+00 4.0946e-01 -2.7023e-02 -2.7868e-02 -9.7640e+00 1.3567e+01
2167 2.4759e-03 1.7933e-03 8.5505e-01 2.3970e+00 4.0885e-01 -5.3974e-02 2.7042e-03 -9.9263e+00 1.3574e+01
2168 2.4487e-03 1.7862e-03 8.5592e-01 2.4027e+00 4.1256e-01 5.9030e-02 -7.9304e-02 -9.8438e+00 1.3580e+01
2169 2.4657e-03 1.8087e-03 8.5528e-01 2.3965e+00 4.1172e-01 1.0163e-02 -5.3858e-02 -9.9313e+00 1.3586e+01
