t test_mse train_mse W_norm a_norm y_norm_sq score_W_resc score_a_resc log_P time
560 1.8959e-04 1.6877e-04 3.0980e+00 8.4048e-01 4.1493e-01 8.0788e-02 -2.6822e-01 -9.7475e+00 3.9891e+00
561 1.9127e-04 1.7240e-04 3.0968e+00 8.4306e-01 4.1581e-01 1.0125e-02 2.9482e-01 -9.7536e+00 3.9961e+00
562 2.0123e-04 1.7525e-04 3.0958e+00 8.4196e-01 4.1416e-01 5.9121e-02 -5.6159e-01 -9.8240e+00 4.0031e+00
563 1.9986e-04 1.7433e-04 3.0969e+00 8.4208e-01 4.1598e-01 -6.1201e-02 -1.0336e-01 -9.6042e+00 4.0101e+00
564 1.9667e-04 1.7306e-04 3.0966e+00 8.4222e-01 4.1699e-01 -4.5880e-02 3.1498e-01 -9.7660e+00 4.0167e+00
565 1.9979e-04 1.7956e-04 3.0960e+00 8.3958e-01 4.1609e-01 4.1056e-02 6.1842e-01 -9.8019e+00 4.0236e+00
566 2.0265e-04 1.8008e-04 3.0975e+00 8.4058e-01 4.1668e-01 1.1957e-02 7.6739e-01 -9.6871e+00 4.0303e+00
567 2.0007e-04 1.7226e-04 3.0960e+00 8.4273e-01 4.1643e-01 4.1523e-02 7.1855e-01 -9.8263e+00 4.0379e+00
568 1.9769e-04 1.6992e-04 3.0993e+00 8.4285e-01 4.1589e-01 -2.1019e-03 -2.4041e-01 -9.7710e+00 4.0448e+00
569 1.9867e-04 1.7148e-04 3.0991e+00 8.4223e-01 4.1594e-01 1.1506e-02 -5.9964e-01 -9.7444e+00 4.0515e+00
570 1.9937e-04 1.7341e-04 3.0979e+00 8.4019e-01 4.1584e-01 3.5413e-02 8.5975e-03 -9.8184e+00 4.0581e+00
571 2.0183e-04 1.7170e-04 3.0982e+00 8.4371e-01 4.1721e-01 6.5385e-02 3.6691e-01 -9.7521e+00 4.0650e+00
572 2.0015e-04 1.7586e-04 3.0986e+00 8.4257e-01 4.1619e-01 -2.2313e-02 3.8168e-01 -9.8890e+00 4.0716e+00
573 1.9090e-04 1.6714e-04 3.0991e+00 8.4420e-01 4.1695e-01 -2.3841e-02 1.0107e-01 -9.7836e+00 4.0790e+00
574 1.9185e-04 1.6773e-04 3.1000e+00 8.4284e-01 4.1716e-01 -1.7013e-02 2.3559e-01 -9.8373e+00 4.0862e+00
575 2.0001e-04 1.7009e-04 3.0996e+00 8.4038e-01 4.1532e-01 -4.9912e-02 -1.2063e+00 -9.8563e+00 4.0934e+00
576 1.8630e-04 1.6404e-04 3.1001e+00 8.4118e-01 4.1643e-01 -3.5525e-02 5.4119e-02 -9.7059e+00 4.1006e+00
577 1.8974e-04 1.6686e-04 3.1005e+00 8.4127e-01 4.1702e-01 1.0125e-01 6.4603e-01 -9.7938e+00 4.1076e+00
578 1.8032e-04 1.5801e-04 3.1002e+00 8.4241e-01 4.1684e-01 -2.4354e-02 3.3230e-01 -9.6225e+00 4.1144e+00
579 1.8851e-04 1.5696e-04 3.1004e+00 8.4049e-01 4.1571e-01 -7.5791e-04 4.7184e-01 -9.7177e+00 4.1214e+00
580 1.8712e-04 1.5961e-04 3.1012e+00 8.4140e-01 4.1586e-01 4.0689e-02 -7.0856e-01 -9.7685e+00 4.1283e+00
581 1.8921e-04 1.6410e-04 3.1009e+00 8.3978e-01 4.1640e-01 6.0760e-02 5.7807e-01 -9.7245e+00 4.1348e+00
582 1.8722e-04 1.5879e-04 3.1011e+00 8.4281e-01 4.1717e-01 3.9739e-02 8.4111e-02 -9.8015e+00 4.1419e+00
583 1.8441e-04 1.5470e-04 3.1017e+00 8.3986e-01 4.1650e-01 -1.5665e-02 1.4343e-01 -9.6117e+00 4.1486e+00
584 1.9160e-04 1.5870e-04 3.1016e+00 8.4042e-01 4.1683e-01 -3.2500e-02 6.7447e-01 -9.6732e+00 4.1553e+00
585 1.9415e-04 1.6420e-04 3.1018e+00 8.3937e-01 4.1541e-01 4.7469e-02 -6.8358e-01 -9.7301e+00 4.1619e+00
586 1.9489e-04 1.6831e-04 3.1022e+00 8.4102e-01 4.1703e-01 -4.6714e-04 2.7629e-01 -9.7791e+00 4.1687e+00
587 1.9750e-04 1.7035e-04 3.1018e+00 8.3913e-01 4.1666e-01 1.1164e-03 7.0355e-01 -9.6889e+00 4.1757e+00
588 1.9580e-04 1.6591e-04 3.1017e+00 8.4047e-01 4.1653e-01 -2.5662e-02 -2.7118e-01 -9.7126e+00 4.1827e+00
589 1.9530e-04 1.6652e-04 3.1018e+00 8.4092e-01 4.1877e-01 -2.0596e-02 6.3732e-01 -9.7219e+00 4.1897e+00
590 1.9403e-04 1.6282e-04 3.1013e+00 8.3949e-01 4.1753e-01 -5.6508e-02 1.0655e-01 -9.6569e+00 4.1969e+00
591 1.9861e-04 1.6729e-04 3.1008e+00 8.3885e-01 4.1708e-01 -4.5931e-02 5.7508e-01 -9.6744e+00 4.2038e+00
592 1.9666e-04 1.6523e-04 3.1005e+00 8.3914e-01 4.1679e-01 -8.8979e-03 7.5108e-01 -9.6996e+00 4.2107e+00
593 2.0248e-04 1.6480e-04 3.1013e+00 8.3837e-01 4.1590e-01 -3.7848e-02 -6.5406e-01 -9.7132e+00 4.2180e+00
594 2.1485e-04 1.7726e-04 3.1024e+00 8.3790e-01 4.1597e-01 3.3470e-02 3.4805e-01 -9.7342e+00 4.2248e+00
595 2.0511e-04 1.7140e-04 3.1014e+00 8.3745e-01 4.1600e-01 4.7142e-02 4.5769e-01 -9.7433e+00 4.2315e+00
596 1.9980e-04 1.6988e-04 3.1018e+00 8.3797e-01 4.1637e-01 -4.7839e-02 2.3102e-01 -9.7304e+00 4.2396e+00
597 1.9941e-04 1.7186e-04 3.1013e+00 8.3955e-01 4.1638e-01 -2.6354e-02 7.6914e-02 -9.7129e+00 4.2465e+00
598 1.9832e-04 1.7056e-04 3.1011e+00 8.3986e-01 4.1599e-01 7.5018e-02 -8.3526e-01 -9.7944e+00 4.2538e+00
599 2.0651e-04 1.7971e-04 3.1016e+00 8.3707e-01 4.1622e-01 9.0396e-03 -1.5494e-01 -9.7671e+00 4.2612e+00
600 2.0897e-04 1.7601e-04 3.1022e+00 8.3701e-01 4.1643e-01 1.0846e-02 -1.1210e-01 -9.6788e+00 4.2686e+00
601 2.0418e-04 1.6944e-04 3.1024e+00 8.3653e-01 4.1634e-01 -7.7569e-03 9.1183e-02 -9.7453e+00 4.2754e+00
602 2.0191e-04 1.6661e-04 3.1028e+00 8.3703e-01 4.1711e-01 1.8968e-02 -6.3822e-02 -9.6324e+00 4.2823e+00
603 2.1298e-04 1.7189e-04 3.1030e+00 8.3713e-01 4.1724e-01 1.2163e-01 -1.5453e-02 -9.7567e+00 4.2891e+00
604 2.0479e-04 1.6908e-04 3.1024e+00 8.3651e-01 4.1611e-01 -4.5826e-02 -4.6952e-01 -9.6766e+00 4.2958e+00
605 2.0934e-04 1.7366e-04 3.1021e+00 8.3666e-01 4.1640e-01 -1.3402e-02 5.0893e-01 -9.7946e+00 4.3029e+00
606 2.1433e-04 1.7439e-04 3.1021e+00 8.3563e-01 4.1533e-01 -2.4928e-02 5.6363e-01 -9.7383e+00 4.3098e+00
607 2.1404e-04 1.7253e-04 3.1007e+00 8.3678e-01 4.1582e-01 -1.0346e-04 4.1185e-01 -9.7396e+00 4.3167e+00
608 2.1567e-04 1.7830e-04 3.1018e+00 8.3538e-01 4.1450e-01 -6.7745e-02 -3.0952e-01 -9.7798e+00 4.3233e+00
609 2.1211e-04 1.7464e-04 3.1024e+00 8.3603e-01 4.1620e-01 3.6652e-02 -9.1518e-03 -9.8112e+00 4.3300e+00
610 2.2231e-04 1.8180e-04 3.1023e+00 8.3532e-01 4.1511e-01 9.6724e-02 -8.9236e-01 -9.6475e+00 4.3369e+00
611 2.1756e-04 1.8262e-04 3.1020e+00 8.3470e-01 4.1575e-01 1.1967e-03 -3.6872e-01 -9.6785e+00 4.3444e+00
612 2.3240e-04 1.8847e-04 3.1027e+00 8.3414e-01 4.1563e-01 -2.0791e-02 1.2637e-01 -9.8551e+00 4.3510e+00
613 2.3248e-04 1.8951e-04 3.1038e+00 8.3528e-01 4.1483e-01 1.4355e-02 -3.5502e-01 -9.7347e+00 4.3580e+00
614 2.3658e-04 1.9274e-04 3.1037e+00 8.3399e-01 4.1467e-01 -2.5691e-02 -9.3591e-02 -9.8258e+00 4.3649e+00
615 2.2793e-04 1.8324e-04 3.1030e+00 8.3499e-01 4.1516e-01 2.9182e-03 -5.7276e-01 -9.7991e+00 4.3717e+00
616 2.2613e-04 1.8026e-04 3.1028e+00 8.3531e-01 4.1538e-01 -6.6963e-02 -7.8107e-01 -9.8145e+00 4.3793e+00
617 2.1820e-04 1.7418e-04 3.1032e+00 8.3448e-01 4.1596e-01 -2.8764e-02 6.4580e-02 -9.8758e+00 4.3863e+00
618 2.1859e-04 1.7139e-04 3.1036e+00 8.3539e-01 4.1642e-01 1.1042e-01 3.4263e-01 -9.8465e+00 4.3935e+00
619 2.1811e-04 1.6973e-04 3.1047e+00 8.3483e-01 4.1558e-01 3.7227e-02 2.0709e-01 -9.6816e+00 4.4007e+00
620 2.2146e-04 1.7086e-04 3.1059e+00 8.3603e-01 4.1570e-01 6.2372e-02 -5.2840e-01 -9.7735e+00 4.4079e+00
621 2.1433e-04 1.6697e-04 3.1061e+00 8.3606e-01 4.1615e-01 6.5625e-02 -5.3897e-01 -9.6574e+00 4.4155e+00
622 2.3250e-04 1.7391e-04 3.1059e+00 8.3487e-01 4.1562e-01 1.9002e-03 -1.8804e-01 -9.7573e+00 4.4224e+00
623 2.3311e-04 1.7340e-04 3.1062e+00 8.3532e-01 4.1611e-01 7.6921e-02 -4.8525e-01 -9.7943e+00 4.4301e+00
624 2.3051e-04 1.7216e-04 3.1069e+00 8.3405e-01 4.1525e-01 -5.3980e-02 -6.4554e-01 -9.7607e+00 4.4367e+00
625 2.2338e-04 1.7223e-04 3.1070e+00 8.3616e-01 4.1808e-01 -1.2566e-03 2.4561e-01 -9.8043e+00 4.4441e+00
626 2.3107e-04 1.7691e-04 3.1064e+00 8.3302e-01 4.1525e-01 -3.1929e-02 -2.7287e-01 -9.7487e+00 4.4510e+00
627 2.3501e-04 1.7905e-04 3.1070e+00 8.3326e-01 4.1553e-01 -9.3086e-03 -9.0988e-02 -9.7414e+00 4.4578e+00
628 2.3485e-04 1.7703e-04 3.1080e+00 8.3382e-01 4.1497e-01 -5.4389e-02 -4.2960e-01 -9.7911e+00 4.4643e+00
629 2.2915e-04 1.7231e-04 3.1090e+00 8.3393e-01 4.1650e-01 2.9556e-02 -2.9412e-02 -9.8086e+00 4.4711e+00
630 2.3312e-04 1.7849e-04 3.1083e+00 8.3253e-01 4.1563e-01 7.3738e-03 1.3610e-01 -9.8292e+00 4.4778e+00
631 2.2969e-04 1.7368e-04 3.1081e+00 8.3295e-01 4.1557e-01 -6.1926e-02 3.6162e-01 -9.6983e+00 4.4850e+00
632 2.2788e-04 1.7666e-04 3.1083e+00 8.3361e-01 4.1561e-01 -7.5104e-04 6.8387e-02 -9.6941e+00 4.4923e+00
633 2.2556e-04 1.7374e-04 3.1078e+00 8.3452e-01 4.1563e-01 -1.9584e-02 -1.2485e-03 -9.7035e+00 4.4993e+00
634 2.2401e-04 1.7537e-04 3.1091e+00 8.3568e-01 4.1622e-01 -2.1995e-02 -1.6612e-02 -9.8568e+00 4.5063e+00
635 2.2777e-04 1.8290e-04 3.1092e+00 8.3449e-01 4.1610e-01 8.4609e-03 4.2665e-01 -9.7581e+00 4.5144e+00
636 2.2770e-04 1.8344e-04 3.1094e+00 8.3494e-01 4.1699e-01 -9.0686e-03 4.8222e-01 -9.7900e+00 4.5213e+00
637 2.2495e-04 1.8615e-04 3.1090e+00 8.3444e-01 4.1534e-01 2.1115e-02 -4.1626e-01 -9.6959e+00 4.5286e+00
638 2.2593e-04 1.8830e-04 3.1085e+00 8.3510e-01 4.1596e-01 1.4742e-02 1.1409e+00 -9.7190e+00 4.5357e+00
639 2.3165e-04 1.8942e-04 3.1079e+00 8.3383e-01 4.1507e-01 -2.3267e-02 7.1301e-03 -9.7690e+00 4.5437e+00
640 2.2943e-04 1.8723e-04 3.1089e+00 8.3398e-01 4.1629e-01 1.9341e-02 3.5834e-01 -9.7822e+00 4.5505e+00
641 2.2976e-04 1.8499e-04 3.1084e+00 8.3390e-01 4.1479e-01 -1.0662e-01 1.5970e-01 -9.8003e+00 4.5572e+00
642 2.4313e-04 1.9123e-04 3.1082e+00 8.3277e-01 4.1374e-01 -2.8988e-02 -5.3510e-02 -9.8005e+00 4.5640e+00
643 2.5031e-04 1.9775e-04 3.1087e+00 8.3387e-01 4.1387e-01 -2.7226e-02 -3.9786e-01 -9.8044e+00 4.5711e+00
644 2.4784e-04 1.9202e-04 3.1101e+00 8.3268e-01 4.1439e-01 -2.2653e-03 -1.8000e-01 -9.8607e+00 4.5779e+00
645 2.4753e-04 1.9287e-04 3.1107e+00 8.3501e-01 4.1479e-01 1.3522e-02 -3.7564e-01 -9.8280e+00 4.5854e+00
646 2.4609e-04 1.8905e-04 3.1121e+00 8.3605e-01 4.1679e-01 -3.1392e-02 3.7648e-01 -9.7191e+00 4.5920e+00
647 2.4430e-04 1.8807e-04 3.1107e+00 8.3532e-01 4.1575e-01 4.9051e-02 -2.1612e-01 -9.7009e+00 4.5990e+00
648 2.5254e-04 1.9502e-04 3.1101e+00 8.3585e-01 4.1546e-01 -3.3624e-02 -7.1481e-01 -9.7491e+00 4.6064e+00
649 2.4353e-04 1.8908e-04 3.1104e+00 8.3517e-01 4.1596e-01 2.1820e-03 -2.8004e-03 -9.6934e+00 4.6137e+00
650 2.4891e-04 1.9384e-04 3.1099e+00 8.3599e-01 4.1536e-01 3.2954e-02 -6.5784e-01 -9.7451e+00 4.6204e+00
651 2.4435e-04 1.9426e-04 3.1105e+00 8.3490e-01 4.1666e-01 3.8643e-02 1.6410e-01 -9.6683e+00 4.6274e+00
652 2.4005e-04 1.9125e-04 3.1099e+00 8.3420e-01 4.1613e-01 -1.6901e-02 5.1100e-01 -9.7950e+00 4.6350e+00
653 2.3662e-04 1.8493e-04 3.1106e+00 8.3405e-01 4.1543e-01 3.4648e-02 1.7409e-01 -9.6920e+00 4.6422e+00
654 2.4256e-04 1.8884e-04 3.1100e+00 8.3397e-01 4.1542e-01 -3.9485e-02 1.5788e-01 -9.7721e+00 4.6494e+00
655 2.3906e-04 1.8980e-04 3.1103e+00 8.3355e-01 4.1564e-01 -1.4847e-02 6.8261e-01 -9.8051e+00 4.6564e+00
656 2.5044e-04 1.9632e-04 3.1098e+00 8.3388e-01 4.1476e-01 4.4370e-02 8.1199e-03 -9.7784e+00 4.6632e+00
657 2.4716e-04 1.9386e-04 3.1098e+00 8.3464e-01 4.1521e-01 -1.5979e-02 -4.2201e-01 -9.6830e+00 4.6699e+00
658 2.4712e-04 1.9390e-04 3.1100e+00 8.3431e-01 4.1494e-01 2.3000e-02 -5.7991e-01 -9.8169e+00 4.6769e+00
659 2.4917e-04 1.9597e-04 3.1092e+00 8.3305e-01 4.1440e-01 -2.9943e-02 1.3948e-01 -9.8644e+00 4.6834e+00
660 2.4616e-04 1.9220e-04 3.1090e+00 8.3389e-01 4.1394e-01 -2.1884e-02 -4.2270e-01 -9.8823e+00 4.6902e+00
661 2.5158e-04 1.9533e-04 3.1087e+00 8.3279e-01 4.1478e-01 -1.2771e-02 -4.6866e-01 -9.7818e+00 4.6977e+00
662 2.4841e-04 1.9475e-04 3.1086e+00 8.3354e-01 4.1559e-01 3.7447e-02 -2.5336e-01 -9.7730e+00 4.7045e+00
663 2.4408e-04 1.8417e-04 3.1089e+00 8.3329e-01 4.1447e-01 4.8942e-02 -3.0027e-01 -9.7520e+00 4.7110e+00
664 2.5188e-04 1.8675e-04 3.1089e+00 8.3446e-01 4.1464e-01 -4.2697e-02 -2.0050e-01 -9.6949e+00 4.7179e+00
665 2.4804e-04 1.8481e-04 3.1089e+00 8.3551e-01 4.1546e-01 -2.9516e-02 -4.7469e-01 -9.7414e+00 4.7246e+00
666 2.4281e-04 1.7921e-04 3.1091e+00 8.3472e-01 4.1528e-01 -3.4693e-02 -4.0845e-02 -9.7825e+00 4.7320e+00
667 2.5882e-04 1.8811e-04 3.1087e+00 8.3294e-01 4.1496e-01 -4.0051e-02 1.5742e-01 -9.8210e+00 4.7400e+00
668 2.5954e-04 1.9050e-04 3.1080e+00 8.3316e-01 4.1527e-01 -2.2160e-03 4.9717e-01 -9.7299e+00 4.7468e+00
669 2.5321e-04 1.8454e-04 3.1080e+00 8.3464e-01 4.1605e-01 -2.8002e-02 2.4425e-01 -9.6431e+00 4.7538e+00
670 2.5830e-04 1.8850e-04 3.1086e+00 8.3502e-01 4.1679e-01 1.1203e-02 4.1491e-01 -9.6472e+00 4.7615e+00
671 2.5008e-04 1.8426e-04 3.1086e+00 8.3493e-01 4.1614e-01 5.5852e-02 1.9025e-01 -9.8049e+00 4.7685e+00
672 2.5192e-04 1.8868e-04 3.1083e+00 8.3296e-01 4.1390e-01 6.9814e-03 -7.1097e-01 -9.6541e+00 4.7757e+00
673 2.4935e-04 1.8726e-04 3.1087e+00 8.3421e-01 4.1550e-01 -1.6845e-02 -5.2089e-01 -9.7094e+00 4.7822e+00
674 2.4235e-04 1.8179e-04 3.1097e+00 8.3456e-01 4.1630e-01 3.4797e-03 -2.1941e-03 -9.8349e+00 4.7895e+00
675 2.4396e-04 1.8213e-04 3.1104e+00 8.3381e-01 4.1611e-01 4.2801e-02 8.7578e-02 -9.7778e+00 4.7966e+00
676 2.5155e-04 1.8779e-04 3.1102e+00 8.3526e-01 4.1534e-01 8.0758e-02 -1.1228e-01 -9.6528e+00 4.8034e+00
677 2.4268e-04 1.8273e-04 3.1108e+00 8.3373e-01 4.1570e-01 2.1312e-02 3.9899e-01 -9.6828e+00 4.8110e+00
678 2.5055e-04 1.8530e-04 3.1099e+00 8.3502e-01 4.1571e-01 -2.0648e-02 -1.0825e-01 -9.8610e+00 4.8180e+00
679 2.4823e-04 1.7893e-04 3.1091e+00 8.3525e-01 4.1580e-01 -3.2940e-02 2.4210e-01 -9.8948e+00 4.8246e+00
680 2.4624e-04 1.7953e-04 3.1096e+00 8.3501e-01 4.1532e-01 -2.9553e-02 1.4602e-01 -9.7746e+00 4.8315e+00
681 2.4534e-04 1.7635e-04 3.1096e+00 8.3485e-01 4.1572e-01 -3.1612e-02 -8.3400e-03 -9.7426e+00 4.8384e+00
682 2.3807e-04 1.7558e-04 3.1100e+00 8.3453e-01 4.1620e-01 -8.4898e-03 -6.5118e-01 -9.7591e+00 4.8451e+00
683 2.3203e-04 1.7267e-04 3.1096e+00 8.3604e-01 4.1651e-01 1.7040e-02 -8.3960e-02 -9.8979e+00 4.8525e+00
684 2.3555e-04 1.7940e-04 3.1097e+00 8.3780e-01 4.1716e-01 -1.1119e-02 9.4253e-02 -9.6074e+00 4.8594e+00
685 2.3368e-04 1.7801e-04 3.1101e+00 8.3605e-01 4.1592e-01 -3.8214e-02 -3.3516e-01 -9.7720e+00 4.8669e+00
686 2.2802e-04 1.7526e-04 3.1098e+00 8.3738e-01 4.1599e-01 -5.8330e-02 -9.9509e-01 -9.7068e+00 4.8736e+00
687 2.2818e-04 1.7407e-04 3.1087e+00 8.3625e-01 4.1625e-01 3.5207e-02 4.2159e-01 -9.7266e+00 4.8808e+00
688 2.2471e-04 1.7181e-04 3.1085e+00 8.3622e-01 4.1601e-01 3.2028e-02 -5.5638e-01 -9.7092e+00 4.8877e+00
689 2.3189e-04 1.7869e-04 3.1088e+00 8.3778e-01 4.1866e-01 5.4394e-03 -5.6293e-02 -9.7719e+00 4.8951e+00
690 2.3649e-04 1.8203e-04 3.1092e+00 8.3758e-01 4.1913e-01 7.1787e-02 5.3294e-01 -9.7225e+00 4.9017e+00
691 2.3581e-04 1.7862e-04 3.1090e+00 8.3619e-01 4.1735e-01 -1.9430e-02 1.0644e+00 -9.6899e+00 4.9086e+00
692 2.3057e-04 1.7659e-04 3.1094e+00 8.3626e-01 4.1623e-01 -1.1376e-02 -3.7571e-01 -9.7953e+00 4.9156e+00
693 2.2568e-04 1.7270e-04 3.1092e+00 8.3516e-01 4.1624e-01 -4.0600e-02 -3.9580e-01 -9.6815e+00 4.9228e+00
694 2.2350e-04 1.7261e-04 3.1101e+00 8.3515e-01 4.1636e-01 3.4863e-02 2.5491e-01 -9.7690e+00 4.9301e+00
695 2.2729e-04 1.7503e-04 3.1093e+00 8.3553e-01 4.1591e-01 5.0221e-02 3.4427e-01 -9.6240e+00 4.9367e+00
696 2.3025e-04 1.7422e-04 3.1081e+00 8.3648e-01 4.1630e-01 -7.5846e-02 4.0845e-01 -9.7921e+00 4.9436e+00
697 2.2628e-04 1.7068e-04 3.1076e+00 8.3803e-01 4.1573e-01 -2.9606e-02 -3.6671e-01 -9.8180e+00 4.9509e+00
698 2.2885e-04 1.6985e-04 3.1082e+00 8.3732e-01 4.1590e-01 8.4068e-02 -1.3793e-01 -9.7020e+00 4.9581e+00
699 2.4131e-04 1.7762e-04 3.1077e+00 8.3508e-01 4.1546e-01 -9.6586e-03 2.6131e-01 -9.7162e+00 4.9653e+00
700 2.3712e-04 1.7229e-04 3.1091e+00 8.3451e-01 4.1435e-01 1.2127e-01 -7.7712e-01 -9.7993e+00 4.9719e+00
701 2.3741e-04 1.7582e-04 3.1102e+00 8.3423e-01 4.1639e-01 -1.4434e-02 -2.6860e-01 -9.7507e+00 4.9784e+00
702 2.4264e-04 1.7920e-04 3.1103e+00 8.3565e-01 4.1701e-01 7.4386e-02 3.4369e-01 -9.7324e+00 4.9857e+00
703 2.4368e-04 1.7627e-04 3.1112e+00 8.3529e-01 4.1642e-01 2.4825e-02 -1.0311e-02 -9.8011e+00 4.9925e+00
704 2.4503e-04 1.7683e-04 3.1099e+00 8.3489e-01 4.1712e-01 1.5727e-02 1.0857e+00 -9.9005e+00 4.9995e+00
705 2.3980e-04 1.7716e-04 3.1104e+00 8.3328e-01 4.1570e-01 -4.8754e-02 1.2280e-01 -9.6603e+00 5.0064e+00
706 2.4630e-04 1.8556e-04 3.1097e+00 8.3465e-01 4.1625e-01 -2.0659e-02 1.5283e-01 -9.7433e+00 5.0131e+00
707 2.4134e-04 1.8009e-04 3.1099e+00 8.3631e-01 4.1673e-01 -1.6688e-02 3.5933e-01 -9.6551e+00 5.0199e+00
708 2.3843e-04 1.7697e-04 3.1091e+00 8.3648e-01 4.1641e-01 1.3418e-02 2.1247e-01 -9.7845e+00 5.0272e+00
709 2.3365e-04 1.7902e-04 3.1085e+00 8.3543e-01 4.1634e-01 -6.5967e-02 1.9630e-01 -9.8430e+00 5.0347e+00
710 2.2457e-04 1.7676e-04 3.1094e+00 8.3413e-01 4.1529e-01 -5.5638e-02 -3.2575e-01 -9.7185e+00 5.0417e+00
711 2.1883e-04 1.7305e-04 3.1088e+00 8.3493e-01 4.1598e-01 3.2724e-02 -2.4359e-02 -9.7205e+00 5.0485e+00
712 2.2321e-04 1.7091e-04 3.1081e+00 8.3646e-01 4.1580e-01 2.0680e-02 -2.9291e-01 -9.7587e+00 5.0550e+00
713 2.2715e-04 1.7403e-04 3.1072e+00 8.3675e-01 4.1711e-01 -2.3146e-02 2.2895e-01 -9.7465e+00 5.0616e+00
714 2.2533e-04 1.7028e-04 3.1067e+00 8.3571e-01 4.1691e-01 8.9183e-03 4.1051e-01 -9.7516e+00 5.0683e+00
715 2.1954e-04 1.6845e-04 3.1065e+00 8.3708e-01 4.1701e-01 -2.0574e-02 1.5279e-01 -9.7835e+00 5.0752e+00
716 2.1590e-04 1.6885e-04 3.1054e+00 8.3539e-01 4.1512e-01 -8.9082e-02 -4.7213e-01 -9.6731e+00 5.0818e+00
717 2.1455e-04 1.6624e-04 3.1060e+00 8.3724e-01 4.1761e-01 4.6380e-02 -2.3366e-02 -9.8249e+00 5.0887e+00
718 2.1371e-04 1.6118e-04 3.1057e+00 8.3530e-01 4.1712e-01 -5.0624e-02 5.5909e-01 -9.6998e+00 5.0951e+00
719 2.1379e-04 1.6070e-04 3.1051e+00 8.3634e-01 4.1618e-01 -3.6608e-02 -5.1760e-01 -9.7143e+00 5.1018e+00
720 2.0732e-04 1.5787e-04 3.1051e+00 8.3679e-01 4.1624e-01 1.4342e-02 -4.1343e-01 -9.6891e+00 5.1084e+00
721 2.1491e-04 1.6189e-04 3.1052e+00 8.3627e-01 4.1649e-01 -4.6235e-02 2.7970e-01 -9.7046e+00 5.1149e+00
722 2.1234e-04 1.6015e-04 3.1057e+00 8.3473e-01 4.1534e-01 -3.5047e-02 -3.7470e-01 -9.7886e+00 5.1218e+00
723 2.1464e-04 1.6084e-04 3.1049e+00 8.3727e-01 4.1718e-01 4.8509e-02 4.1592e-01 -9.7691e+00 5.1289e+00
724 2.0751e-04 1.5597e-04 3.1059e+00 8.3780e-01 4.1691e-01 2.2446e-02 1.5642e-01 -9.6645e+00 5.1355e+00
725 2.1552e-04 1.6434e-04 3.1064e+00 8.3824e-01 4.1711e-01 -3.1024e-03 1.5009e-01 -9.6937e+00 5.1426e+00
726 2.3114e-04 1.7527e-04 3.1056e+00 8.3737e-01 4.1524e-01 4.3921e-02 -3.3852e-01 -9.6637e+00 5.1493e+00
727 2.2635e-04 1.7173e-04 3.1043e+00 8.3693e-01 4.1613e-01 4.3525e-03 -1.5813e-01 -9.6825e+00 5.1565e+00
728 2.3742e-04 1.7502e-04 3.1043e+00 8.3755e-01 4.1659e-01 6.8883e-02 6.2002e-01 -9.7374e+00 5.1637e+00
729 2.3364e-04 1.7526e-04 3.1047e+00 8.3748e-01 4.1616e-01 3.3668e-02 1.3257e-01 -9.7313e+00 5.1703e+00
730 2.3303e-04 1.7087e-04 3.1044e+00 8.3739e-01 4.1673e-01 -1.5983e-02 -2.8691e-02 -9.6446e+00 5.1778e+00
731 2.2925e-04 1.7100e-04 3.1056e+00 8.3561e-01 4.1609e-01 6.9609e-02 3.0667e-01 -9.6690e+00 5.1849e+00
732 2.3928e-04 1.7647e-04 3.1050e+00 8.3492e-01 4.1511e-01 -6.8840e-02 4.9620e-02 -9.8198e+00 5.1924e+00
733 2.4313e-04 1.7785e-04 3.1061e+00 8.3537e-01 4.1518e-01 4.1227e-02 -4.8855e-01 -9.8182e+00 5.1993e+00
734 2.3868e-04 1.7511e-04 3.1069e+00 8.3511e-01 4.1493e-01 9.9825e-03 -2.1356e-01 -9.7784e+00 5.2065e+00
735 2.2542e-04 1.7017e-04 3.1071e+00 8.3540e-01 4.1553e-01 -4.5839e-02 -1.8432e-01 -9.6661e+00 5.2141e+00
736 2.3520e-04 1.7716e-04 3.1081e+00 8.3571e-01 4.1528e-01 -2.0630e-02 -4.5008e-01 -9.7577e+00 5.2211e+00
737 2.3236e-04 1.7487e-04 3.1078e+00 8.3420e-01 4.1554e-01 -2.9072e-02 7.9566e-01 -9.7304e+00 5.2279e+00
738 2.3905e-04 1.7994e-04 3.1079e+00 8.3509e-01 4.1504e-01 -5.6405e-02 1.2169e-01 -9.7310e+00 5.2348e+00
739 2.4493e-04 1.8514e-04 3.1090e+00 8.3534e-01 4.1414e-01 -4.0357e-02 -7.7768e-01 -9.7063e+00 5.2413e+00
740 2.3622e-04 1.8182e-04 3.1093e+00 8.3355e-01 4.1456e-01 1.8247e-04 -5.4233e-01 -9.6813e+00 5.2484e+00
741 2.4757e-04 1.8545e-04 3.1093e+00 8.3423e-01 4.1519e-01 -6.5373e-02 3.7266e-01 -9.8321e+00 5.2551e+00
742 2.4597e-04 1.8713e-04 3.1092e+00 8.3491e-01 4.1472e-01 -3.3083e-02 -3.1794e-01 -9.8436e+00 5.2621e+00
